parameter,mean,sd,q05,q95,rhat,ess
"beta[332,2]",0.205,0.131,-0.008,0.417,1,7619
"beta[333,2]",0.205,0.107,0.028,0.38,1,7307
"beta[334,2]",0.103,0.149,-0.145,0.34,1,8637
"beta[335,2]",0.159,0.113,-0.034,0.342,1,7552
"beta[336,2]",0.13,0.149,-0.11,0.381,1,7888
"beta[337,2]",0.136,0.114,-0.053,0.323,1,7440
"beta[338,2]",0.284,0.093,0.132,0.436,1,5140
"beta[339,2]",0.092,0.094,-0.065,0.241,1,7449
"beta[340,2]",0.213,0.094,0.056,0.364,1,7970
"beta[341,2]",0.209,0.097,0.046,0.364,1,5919
"beta[342,2]",0.163,0.094,0.01,0.316,1,8066
"beta[343,2]",0.127,0.116,-0.063,0.32,1,7541
"beta[344,2]",0.212,0.116,0.024,0.405,1,7891
"beta[345,2]",0.296,0.106,0.12,0.472,1,8282
"beta[346,2]",0.187,0.093,0.031,0.338,1,7580
"beta[347,2]",0.202,0.164,-0.067,0.472,1,8713
"beta[348,2]",0.179,0.114,-0.003,0.369,1.001,6864
"beta[349,2]",0.338,0.132,0.124,0.559,1,8414
"beta[350,2]",0.078,0.098,-0.084,0.237,1,7523
"beta[351,2]",-0.011,0.12,-0.21,0.184,1,7750
"beta[352,2]",-0.004,0.111,-0.18,0.185,1,4405
"beta[353,2]",0.375,0.106,0.2,0.548,1,8115
"beta[354,2]",0.243,0.114,0.054,0.428,1,7895
"beta[355,2]",0.235,0.093,0.085,0.39,1,7866
"beta[356,2]",0.37,0.115,0.183,0.559,1.001,8180
"beta[357,2]",0.152,0.094,0.004,0.308,1,7664
"beta[358,2]",0.214,0.163,-0.055,0.487,1,8552
"beta[359,2]",0.054,0.148,-0.188,0.3,1,8779
"beta[360,2]",0.114,0.148,-0.127,0.362,1,7806
"beta[361,2]",0.184,0.092,0.027,0.33,1,6999
"beta[362,2]",0.273,0.158,0.015,0.533,1,7886
"beta[363,2]",0.305,0.149,0.061,0.549,1,8209
"beta[364,2]",0.133,0.158,-0.125,0.394,1,8479
"beta[365,2]",-0.121,0.094,-0.277,0.029,1,7776
"beta[366,2]",0.511,0.098,0.353,0.678,1,7098
"beta[367,2]",0.105,0.087,-0.039,0.25,1,7152
"beta[368,2]",0.301,0.152,0.058,0.561,1,7220
"beta[369,2]",-0.133,0.107,-0.31,0.038,1,7428
"beta[370,2]",0.256,0.15,0.013,0.503,1,7718
"beta[371,2]",0.221,0.095,0.062,0.379,1,6265
"beta[372,2]",0.267,0.179,-0.029,0.559,1,7634
"beta[373,2]",0.018,0.135,-0.194,0.248,1,6780
"beta[374,2]",0.002,0.091,-0.146,0.151,1.001,8023
"beta[375,2]",0.129,0.115,-0.065,0.315,1,8002
"beta[376,2]",0.102,0.088,-0.041,0.244,1.001,7865
"beta[377,2]",0.32,0.107,0.144,0.492,1,7462
"beta[378,2]",0.217,0.131,0.005,0.433,1,8223
"beta[379,2]",0.001,0.117,-0.191,0.195,1,7984
"beta[380,2]",0.089,0.089,-0.056,0.233,1,8057
"beta[381,2]",-0.066,0.099,-0.224,0.101,1,6505
"beta[382,2]",0.089,0.118,-0.115,0.275,1.001,6194
"beta[383,2]",0.269,0.115,0.079,0.459,1,8045
"beta[384,2]",0.133,0.094,-0.02,0.288,1,8765
"beta[385,2]",-0.058,0.109,-0.234,0.123,1,8578
"beta[386,2]",0.011,0.133,-0.202,0.235,1,7477
"beta[387,2]",0.21,0.096,0.052,0.365,1,8373
"beta[388,2]",0.385,0.138,0.157,0.617,1,8796
"beta[389,2]",0.206,0.104,0.042,0.384,1,5824
"beta[390,2]",0.223,0.119,0.033,0.424,1,7493
"beta[391,2]",0.021,0.114,-0.164,0.206,1,7700
"beta[392,2]",-0.045,0.117,-0.239,0.143,1,7618
"beta[393,2]",-0.153,0.093,-0.306,0,1,8301
"beta[394,2]",0.363,0.093,0.214,0.515,1.001,8170
"beta[395,2]",0.04,0.152,-0.216,0.282,1,7919
"beta[396,2]",0.428,0.152,0.179,0.68,1,6891
"beta[397,2]",0.085,0.146,-0.16,0.317,1,8408
"beta[398,2]",0.121,0.146,-0.118,0.359,1,7748
"beta[399,2]",0.354,0.171,0.073,0.637,1.001,8816
"beta[400,2]",0.019,0.143,-0.214,0.254,1,6158
"beta[401,2]",0.347,0.165,0.076,0.616,1,8158
"beta[402,2]",-0.127,0.109,-0.3,0.056,1,7881
"beta[403,2]",0.061,0.147,-0.18,0.303,1,7479
"beta[404,2]",0.169,0.135,-0.049,0.392,1,7605
"beta[405,2]",-0.057,0.138,-0.28,0.17,1,7492
"beta[406,2]",0.124,0.107,-0.051,0.298,1,7070
"beta[407,2]",-0.093,0.152,-0.35,0.148,1,7123
"beta[408,2]",0.071,0.148,-0.172,0.313,1,8602
"beta[409,2]",-0.209,0.139,-0.441,0.018,1,8604
"beta[410,2]",0.097,0.119,-0.105,0.292,1.001,7789
"beta[411,2]",0.261,0.154,0.006,0.51,1,7716
"beta[412,2]",0.126,0.133,-0.095,0.34,1.001,6686
"beta[413,2]",0.066,0.164,-0.201,0.342,1,8597
"beta[414,2]",0.25,0.091,0.1,0.4,1,7741
"beta[415,2]",0.24,0.172,-0.037,0.521,1.001,8453
"beta[416,2]",0.156,0.093,0.002,0.305,1,7550
"beta[417,2]",-0.141,0.094,-0.298,0.014,1,8294
"beta[418,2]",0.138,0.131,-0.075,0.354,1,8220
"beta[419,2]",0.022,0.119,-0.175,0.217,1,8122
"beta[420,2]",0.241,0.151,-0.009,0.49,1,8626
"beta[421,2]",0.231,0.15,-0.02,0.469,1.001,6949
"beta[422,2]",0.247,0.092,0.092,0.395,1,7150
"beta[423,2]",0.375,0.094,0.221,0.529,1,7338
"beta[424,2]",0.353,0.093,0.201,0.507,1,6735
"beta[425,2]",0.117,0.093,-0.034,0.269,1,8226
"beta[426,2]",0.395,0.115,0.209,0.588,1,7904
"beta[427,2]",0.229,0.149,-0.013,0.473,1,8427
"beta[428,2]",0.364,0.151,0.115,0.619,1,9006
"beta[429,2]",0.011,0.101,-0.149,0.183,1,5565
"beta[430,2]",-0.015,0.104,-0.186,0.154,1,8282
"beta[431,2]",0.09,0.166,-0.184,0.364,1,7919
"beta[432,2]",-0.012,0.093,-0.166,0.14,1,7775
"beta[433,2]",0.218,0.151,-0.032,0.465,1,8640
"beta[434,2]",0.195,0.118,0.003,0.388,1,6470
"beta[435,2]",0.091,0.167,-0.188,0.364,1.001,8325
"beta[436,2]",0.313,0.115,0.129,0.503,1,7017
"beta[437,2]",0.288,0.135,0.075,0.521,1,6274
"beta[438,2]",0.132,0.131,-0.079,0.353,1,8280
"beta[439,2]",-0.002,0.125,-0.22,0.193,1,4901
"beta[440,2]",0.102,0.146,-0.135,0.343,1,8313
"beta[441,2]",0.085,0.094,-0.07,0.24,1,7790
"beta[442,2]",-0.029,0.166,-0.305,0.248,1.001,9116
"beta[443,2]",0.229,0.167,-0.043,0.5,1,8272
"beta[444,2]",0.086,0.147,-0.158,0.327,1,8204
"beta[445,2]",0.189,0.102,0.026,0.36,1,5032
"beta[446,2]",0.016,0.092,-0.138,0.164,1,7276
"beta[447,2]",0.064,0.095,-0.087,0.226,1,6957
"beta[448,2]",0.142,0.123,-0.061,0.343,1.001,7369
"beta[449,2]",0.278,0.094,0.124,0.432,1,7356
"beta[450,2]",0.126,0.165,-0.143,0.395,1,8372
"beta[451,2]",0.286,0.113,0.101,0.475,1,8679
"beta[452,2]",0.154,0.116,-0.036,0.344,1,7879
"beta[453,2]",0.141,0.149,-0.105,0.388,1,8551
"beta[454,2]",0.421,0.118,0.232,0.615,1,8078
"beta[455,2]",0.254,0.112,0.074,0.446,1.001,5967
"beta[456,2]",0.211,0.127,0.016,0.429,1,4394
"beta[457,2]",-0.151,0.097,-0.316,0.004,1,7467
"beta[458,2]",0.276,0.094,0.123,0.432,1,7073
"beta[459,2]",-0.102,0.155,-0.355,0.154,1,8556
"beta[460,2]",0.115,0.098,-0.042,0.278,1,7266
"beta[461,2]",-0.044,0.115,-0.239,0.142,1,7876
"beta[462,2]",-0.01,0.095,-0.161,0.149,1,7231
"beta[463,2]",0.157,0.135,-0.06,0.381,1,7631
"beta[464,2]",0.263,0.095,0.107,0.419,1,6957
"beta[465,2]",0.19,0.131,-0.025,0.407,1,7810
"beta[466,2]",-0.165,0.151,-0.419,0.076,1,7613
"beta[467,2]",0.066,0.091,-0.087,0.215,1,7069
"beta[468,2]",0.036,0.113,-0.148,0.222,1,7945
"beta[469,2]",0.295,0.156,0.042,0.559,1.001,5464
"beta[470,2]",0.307,0.167,0.035,0.583,1,8468
"beta[471,2]",0.182,0.149,-0.059,0.432,1,8238
"beta[472,2]",0.08,0.153,-0.172,0.328,1,7852
"beta[473,2]",0.32,0.152,0.074,0.574,1,8371
"beta[474,2]",-0.08,0.172,-0.355,0.207,1,8558
"beta[475,2]",-0.195,0.12,-0.391,-0.001,1,7374
"beta[476,2]",0.535,0.141,0.311,0.775,1.001,8177
"beta[477,2]",-0.018,0.122,-0.222,0.182,1,8205
"beta[478,2]",0.127,0.118,-0.068,0.324,1,8284
"beta[479,2]",0.289,0.149,0.049,0.536,1.001,8753
"beta[480,2]",-0.027,0.131,-0.243,0.189,1,8011
"beta[481,2]",0.085,0.12,-0.112,0.283,1,7573
"beta[482,2]",0.03,0.119,-0.167,0.226,1,6670
"beta[483,2]",-0.095,0.093,-0.25,0.055,1,7897
"beta[484,2]",0.347,0.096,0.191,0.509,1,5946
"beta[485,2]",0.297,0.163,0.031,0.565,1,8132
"beta[486,2]",0.216,0.134,-0.004,0.438,1,8376
"beta[487,2]",0.327,0.115,0.138,0.512,1,8225
"beta[488,2]",0.46,0.138,0.244,0.695,1,6275
"beta[489,2]",-0.146,0.129,-0.358,0.064,1,8283
"beta[490,2]",0.083,0.152,-0.16,0.342,1,7849
"beta[491,2]",-0.122,0.12,-0.32,0.076,1.001,7838
"beta[492,2]",0.334,0.152,0.086,0.586,1,8361
"beta[493,2]",-0.017,0.134,-0.239,0.201,1,4203
"beta[494,2]",-0.07,0.09,-0.218,0.079,1,8111
"beta[495,2]",0.075,0.1,-0.089,0.239,1,6601
"beta[496,2]",-0.158,0.132,-0.377,0.054,1,8215
"beta[497,2]",0.482,0.125,0.286,0.694,1,7398
"beta[498,2]",0.294,0.149,0.044,0.537,1,8230
"beta[499,2]",0.096,0.149,-0.148,0.332,1.001,8042
"beta[500,2]",-0.167,0.121,-0.365,0.029,1,6059
"beta[501,2]",-0.222,0.093,-0.377,-0.069,1,7749
"beta[502,2]",-0.225,0.096,-0.388,-0.071,1,7131
"beta[503,2]",0.011,0.11,-0.174,0.186,1,7605
"beta[504,2]",0.504,0.153,0.25,0.755,1.001,8857
"beta[505,2]",-0.164,0.1,-0.336,-0.004,1,6861
"beta[506,2]",0.156,0.163,-0.114,0.421,1,8640
"beta[507,2]",-0.021,0.09,-0.172,0.124,1,8241
"beta[508,2]",-0.095,0.094,-0.253,0.059,1,7711
"beta[509,2]",0.163,0.149,-0.077,0.414,1,8468
"beta[510,2]",0.154,0.145,-0.081,0.394,1,7547
"beta[511,2]",0.178,0.135,-0.042,0.404,1.001,7920
"beta[512,2]",-0.033,0.095,-0.189,0.122,1,7923
"beta[513,2]",-0.012,0.153,-0.269,0.232,1,7334
"beta[514,2]",0.225,0.168,-0.054,0.499,1,7601
"beta[515,2]",0.206,0.16,-0.054,0.47,1.001,8691
"beta[516,2]",0.179,0.146,-0.054,0.424,1,8295
"beta[517,2]",0.369,0.164,0.098,0.64,1,8293
"beta[518,2]",0.091,0.146,-0.149,0.327,1,8762
"beta[519,2]",-0.044,0.142,-0.279,0.183,1,8682
"beta[520,2]",0.015,0.146,-0.227,0.256,1,7751
"beta[521,2]",0.123,0.115,-0.061,0.314,1,8077
"beta[522,2]",0.395,0.179,0.105,0.689,1,8140
"beta[523,2]",0.1,0.22,-0.263,0.462,1,8205
"beta[524,2]",0.318,0.178,0.024,0.604,1,7826
"beta[525,2]",-0.069,0.139,-0.295,0.157,1,7634
"beta[526,2]",0.4,0.152,0.148,0.65,1,7687
"beta[527,2]",0.321,0.122,0.121,0.518,1,8389
"beta[528,2]",0.155,0.127,-0.059,0.358,1.001,7512
"beta[529,2]",0.202,0.185,-0.1,0.504,1,8052
"beta[530,2]",0.26,0.125,0.059,0.466,1,7303
"beta[531,2]",0.264,0.222,-0.103,0.63,1,8376
"beta[532,2]",0.278,0.118,0.083,0.47,1,7334
"beta[533,2]",0.26,0.126,0.057,0.47,1,7803
"beta[534,2]",0.047,0.128,-0.164,0.258,1,7293
"beta[535,2]",0.371,0.153,0.116,0.625,1,7295
"beta[536,2]",-0.144,0.132,-0.367,0.066,1,6165
"beta[537,2]",0.36,0.12,0.159,0.559,1.001,8075
"beta[538,2]",0.245,0.125,0.035,0.447,1,7226
"beta[539,2]",0.579,0.158,0.316,0.837,1,8018
"beta[540,2]",0.252,0.182,-0.049,0.551,1,7234
"beta[541,2]",0.397,0.181,0.103,0.693,1,7789
"beta[542,2]",0.505,0.125,0.297,0.708,1,7430
"beta[543,2]",0.381,0.186,0.08,0.693,1,6199
"beta[544,2]",0.275,0.182,-0.027,0.577,1,8151
"beta[545,2]",0.532,0.231,0.16,0.913,1,5473
"beta[546,2]",0.254,0.175,-0.032,0.539,1,8304
"beta[547,2]",0.328,0.132,0.107,0.54,1.001,7322
"beta[548,2]",0.432,0.129,0.23,0.652,1,5744
"beta[549,2]",0.161,0.134,-0.064,0.374,1,6478
"beta[550,2]",0.41,0.134,0.183,0.625,1,8132
"beta[551,2]",0.303,0.179,0.015,0.606,1,7104
"beta[552,2]",0.26,0.173,-0.023,0.546,1,8219
"beta[553,2]",0.442,0.122,0.243,0.641,1,7945
"beta[554,2]",0.288,0.222,-0.065,0.658,1.001,8599
"beta[555,2]",0.398,0.12,0.202,0.595,1,7632
"beta[556,2]",0.407,0.145,0.168,0.645,1,8076
"beta[557,2]",0.165,0.125,-0.044,0.365,1,6508
"beta[558,2]",0.609,0.133,0.396,0.832,1,6972
"beta[559,2]",0.092,0.127,-0.116,0.292,1,7086
"beta[560,2]",0.126,0.183,-0.178,0.423,1,7498
"beta[561,2]",0.802,0.13,0.591,1.017,1.001,7262
"beta[562,2]",0.21,0.119,0.015,0.408,1,8063
"beta[563,2]",0.466,0.124,0.26,0.669,1,7765
"beta[564,2]",0.574,0.122,0.371,0.771,1.001,8454
"beta[565,2]",0.308,0.223,-0.068,0.671,1,8360
"beta[566,2]",0.231,0.123,0.031,0.43,1,8030
"beta[567,2]",0.168,0.183,-0.139,0.462,1,7734
"beta[568,2]",0.234,0.131,0.012,0.445,1,6417
"beta[569,2]",0.243,0.12,0.047,0.438,1.001,7714
"beta[570,2]",0.167,0.125,-0.039,0.368,1,7458
"beta[571,2]",0.721,0.137,0.5,0.954,1.001,7417
"beta[572,2]",0.28,0.127,0.07,0.486,1,7837
"beta[573,2]",0.252,0.126,0.048,0.459,1.001,7532
"beta[574,2]",0.094,0.181,-0.202,0.389,1,7903
"beta[575,2]",0.689,0.231,0.32,1.08,1,8696
"beta[576,2]",0.52,0.125,0.319,0.724,1,7871
"beta[577,2]",0.132,0.18,-0.162,0.434,1,8069
"beta[578,2]",0.392,0.157,0.127,0.642,1,7845
"beta[579,2]",0.077,0.13,-0.137,0.292,1,7035
"beta[580,2]",0.661,0.131,0.449,0.881,1,7295
"beta[581,2]",0.445,0.131,0.232,0.66,1,5843
"beta[582,2]",0.336,0.177,0.055,0.639,1,7545
"beta[583,2]",0.625,0.128,0.418,0.842,1,7004
"beta[584,2]",0.51,0.151,0.265,0.762,1,8013
"beta[585,2]",0.222,0.127,0.015,0.433,1,7466
"beta[586,2]",0.137,0.218,-0.22,0.498,1,7884
"beta[587,2]",0.276,0.125,0.07,0.481,1,7767
"beta[588,2]",0.318,0.126,0.112,0.523,1,6774
"beta[589,2]",0.132,0.124,-0.068,0.336,1,7336
"beta[590,2]",0.3,0.148,0.052,0.542,1,8340
"beta[591,2]",0.071,0.124,-0.135,0.274,1.001,7592
"beta[592,2]",0.467,0.128,0.26,0.684,1,6159
"beta[593,2]",0.32,0.126,0.113,0.529,1,7958
"beta[594,2]",0.434,0.12,0.242,0.634,1,7643
"beta[595,2]",0.637,0.19,0.328,0.957,1,6641
"beta[596,2]",0.306,0.183,0.002,0.604,1,6941
"beta[597,2]",0.662,0.128,0.453,0.87,1.001,8295
"beta[598,2]",0.135,0.123,-0.069,0.336,1,7854
"beta[599,2]",0.406,0.224,0.037,0.76,1,7263
"beta[600,2]",0.143,0.223,-0.226,0.505,1.001,8076
"beta[601,2]",0.007,0.128,-0.204,0.214,1,8017
"beta[602,2]",0.582,0.156,0.328,0.841,1,7922
"beta[603,2]",-0.038,0.189,-0.349,0.266,1,5797
"beta[604,2]",0.221,0.123,0.018,0.422,1,8457
"beta[605,2]",-0.037,0.126,-0.246,0.17,1,8052
"beta[606,2]",0.568,0.179,0.28,0.863,1,8116
"beta[607,2]",0.654,0.131,0.441,0.874,1,5125
"beta[608,2]",0.465,0.178,0.17,0.753,1,8088
"beta[609,2]",0.184,0.224,-0.182,0.556,1,6412
"beta[610,2]",0.538,0.133,0.325,0.76,1,7629
"beta[611,2]",0.543,0.228,0.168,0.916,1,8938
"beta[612,2]",0.445,0.178,0.155,0.738,1,7287
"beta[613,2]",0.53,0.124,0.33,0.737,1,6700
"beta[614,2]",0.811,0.199,0.501,1.15,1,5349
"beta[615,2]",0.229,0.187,-0.084,0.527,1,7267
"beta[616,2]",-0.094,0.186,-0.413,0.2,1,7712
"beta[617,2]",0.196,0.179,-0.1,0.492,1,7809
"beta[618,2]",0.244,0.123,0.04,0.444,1,6869
"beta[619,2]",0.717,0.23,0.345,1.098,1,8063
"beta[620,2]",0.395,0.221,0.029,0.75,1,8036
"beta[621,2]",0.322,0.157,0.063,0.575,1.001,5371
"beta[622,2]",0.515,0.222,0.157,0.891,1,8218
"beta[623,2]",0.426,0.152,0.172,0.682,1,8168
"beta[624,2]",0.064,0.151,-0.183,0.314,1,8254
"beta[625,2]",0.544,0.182,0.243,0.845,1,7987
"beta[626,2]",-0.043,0.128,-0.255,0.165,1,6553
"beta[627,2]",0.286,0.13,0.067,0.494,1.001,5716
"beta[628,2]",0.105,0.194,-0.213,0.424,1,4261
"beta[629,2]",0.475,0.219,0.117,0.834,1,8555
"beta[630,2]",0.314,0.226,-0.055,0.694,1,7233
"beta[631,2]",0.133,0.227,-0.242,0.501,1,6481
"beta[632,2]",0.634,0.189,0.331,0.95,1,7675
"beta[633,2]",0.139,0.124,-0.063,0.343,1.001,7903
"beta[634,2]",0.408,0.177,0.112,0.697,1,8044
"beta[635,2]",0.196,0.163,-0.064,0.472,1,6511
"beta[636,2]",0.163,0.126,-0.048,0.367,1,7475
"beta[637,2]",0.135,0.16,-0.121,0.402,1,6062
"beta[638,2]",0.309,0.124,0.103,0.513,1,7794
"beta[639,2]",0.29,0.187,-0.019,0.594,1,7361
"beta[640,2]",0.622,0.184,0.331,0.932,1,7137
"beta[641,2]",0.241,0.127,0.033,0.449,1,7546
"beta[642,2]",0.185,0.13,-0.032,0.399,1,7240
"beta[643,2]",0.509,0.185,0.206,0.811,1,5307
"beta[644,2]",-0.086,0.191,-0.405,0.22,1,7164
"beta[645,2]",0.271,0.193,-0.035,0.593,1,4104
"beta[646,2]",0.478,0.189,0.178,0.797,1,7405
"beta[647,2]",0.161,0.187,-0.148,0.467,1.001,6124
"beta[648,2]",0.395,0.122,0.197,0.594,1.001,6244
"beta[649,2]",-0.108,0.129,-0.327,0.099,1.001,5414
"beta[650,2]",0.597,0.229,0.218,0.973,1,8320
"beta[651,2]",0.369,0.128,0.158,0.578,1,8175
"beta[652,2]",0.067,0.119,-0.129,0.26,1,6972
"beta[653,2]",0.168,0.192,-0.15,0.476,1,6667
"beta[654,2]",0.136,0.132,-0.079,0.353,1,6355
"beta[655,2]",-0.12,0.133,-0.344,0.091,1.001,5957
"beta[656,2]",0.487,0.125,0.284,0.693,1,7863
"beta[657,2]",0.094,0.134,-0.125,0.317,1,7956
"beta[658,2]",0.374,0.181,0.083,0.673,1,7530
"beta[659,2]",0,0.176,-0.287,0.291,1,7175
"beta[660,2]",-0.017,0.23,-0.41,0.348,1.001,6800
"beta[661,2]",0.369,0.189,0.067,0.683,1,5784
"beta[662,2]",0.542,0.182,0.25,0.847,1,8478
"beta[663,2]",0.065,0.225,-0.316,0.425,1,8197
"beta[1,3]",7.224,0.185,6.922,7.527,1.001,7209
"beta[2,3]",7.768,0.117,7.577,7.957,1,8306
"beta[3,3]",7.61,0.19,7.293,7.925,1,7668
"beta[4,3]",6.933,0.196,6.607,7.257,1,7011
"beta[5,3]",7.408,0.123,7.21,7.609,1,7872
"beta[6,3]",7.097,0.123,6.893,7.297,1,8194
"beta[7,3]",7.417,0.183,7.118,7.717,1,6711
"beta[8,3]",7.737,0.172,7.456,8.02,1,7079
"beta[9,3]",5.429,0.138,5.202,5.653,1,8172
"beta[10,3]",8.131,0.184,7.829,8.434,1,7241
"beta[11,3]",8.658,0.162,8.393,8.92,1.001,6802
"beta[12,3]",7.696,0.174,7.412,7.98,1.001,7466
"beta[13,3]",7.178,0.167,6.902,7.453,1,7428
"beta[14,3]",7.257,0.118,7.065,7.452,1,7279
"beta[15,3]",7.549,0.157,7.29,7.801,1,7197
"beta[16,3]",7.708,0.12,7.511,7.905,1,8247
"beta[17,3]",6.509,0.179,6.216,6.807,1,6937
"beta[18,3]",6.775,0.179,6.479,7.068,1,6948
"beta[19,3]",7.885,0.173,7.609,8.173,1,6842
"beta[20,3]",7.376,0.162,7.111,7.646,1.001,7339
"beta[21,3]",7.859,0.173,7.579,8.146,1,7401
"beta[22,3]",6.367,0.123,6.162,6.565,1,7940
"beta[23,3]",7.119,0.169,6.838,7.395,1,7310
"beta[24,3]",7.287,0.159,7.02,7.55,1.001,7259
"beta[25,3]",7.958,0.156,7.697,8.211,1,7284
"beta[26,3]",7.041,0.165,6.769,7.311,1,7018
"beta[27,3]",7.217,0.188,6.909,7.528,1.001,7562
"beta[28,3]",7.43,0.118,7.237,7.623,1,8069
"beta[29,3]",6.933,0.212,6.589,7.275,1,6820
"beta[30,3]",6.497,0.187,6.186,6.804,1,7671
"beta[31,3]",8.332,0.114,8.148,8.522,1.001,7589
"beta[32,3]",8.04,0.156,7.783,8.294,1,7431
"beta[33,3]",7.154,0.124,6.948,7.356,1,7521
"beta[34,3]",7.781,0.143,7.548,8.018,1,7961
"beta[35,3]",6.669,0.155,6.416,6.926,1,7261
"beta[36,3]",6.224,0.189,5.917,6.537,1,7572
"beta[37,3]",6.658,0.2,6.333,6.984,1,7041
"beta[38,3]",6.444,0.142,6.21,6.676,1,8125
"beta[39,3]",8.079,0.125,7.874,8.286,1,8268
"beta[40,3]",6.875,0.118,6.679,7.07,1,8130
"beta[41,3]",6.967,0.175,6.682,7.255,1,7104
"beta[42,3]",6.711,0.131,6.496,6.927,1,7689
"beta[43,3]",7.177,0.184,6.875,7.482,1.001,7390
"beta[44,3]",7.845,0.16,7.581,8.108,1,7496
"beta[45,3]",7.277,0.177,6.989,7.57,1,7402
"beta[46,3]",8.039,0.155,7.786,8.29,1,7224
"beta[47,3]",6.34,0.191,6.024,6.654,1,6935
"beta[48,3]",7.106,0.131,6.895,7.32,1,8369
"beta[49,3]",6.239,0.117,6.042,6.428,1,8210
"beta[50,3]",6.774,0.14,6.545,7.006,1,7760
"beta[51,3]",7.058,0.216,6.696,7.414,1,7096
"beta[52,3]",7.064,0.125,6.858,7.27,1,7949
"beta[53,3]",7.513,0.154,7.255,7.766,1.001,7136
"beta[54,3]",8.005,0.157,7.749,8.261,1,7321
"beta[55,3]",7.468,0.162,7.202,7.736,1.001,7124
"beta[56,3]",6.968,0.128,6.757,7.176,1.001,8576
"beta[57,3]",6.529,0.168,6.25,6.804,1,7253
"beta[58,3]",6.64,0.161,6.374,6.902,1,7294
"beta[59,3]",7.405,0.153,7.154,7.656,1,7103
"beta[60,3]",6.493,0.128,6.28,6.7,1,7976
"beta[61,3]",7.453,0.157,7.195,7.711,1,7728
"beta[62,3]",7.73,0.139,7.503,7.961,1.001,7927
"beta[63,3]",7.026,0.157,6.761,7.285,1,7469
"beta[64,3]",6.303,0.123,6.099,6.503,1,7119
"beta[65,3]",7.519,0.156,7.266,7.776,1,7258
"beta[66,3]",8.44,0.119,8.244,8.635,1,7467
"beta[67,3]",7.201,0.17,6.921,7.481,1,7479
"beta[68,3]",6.847,0.135,6.623,7.068,1,7636
"beta[69,3]",7.879,0.159,7.611,8.136,1,7148
"beta[70,3]",6.45,0.166,6.172,6.725,1.001,6848
"beta[71,3]",7.513,0.156,7.253,7.771,1.001,7617
"beta[72,3]",8.361,0.172,8.077,8.641,1,7220
"beta[73,3]",7.289,0.115,7.101,7.471,1,7835
"beta[74,3]",8.148,0.158,7.887,8.404,1,7197
"beta[75,3]",6.391,0.165,6.121,6.664,1,7339
"beta[76,3]",6.464,0.126,6.262,6.671,1,7812
"beta[77,3]",7.057,0.165,6.782,7.328,1.001,7019
"beta[78,3]",5.795,0.117,5.601,5.987,1.001,7856
"beta[79,3]",7.183,0.16,6.921,7.443,1,7405
"beta[80,3]",7.804,0.203,7.473,8.14,1,7059
"beta[81,3]",6.513,0.158,6.255,6.77,1,7504
"beta[82,3]",5.697,0.126,5.491,5.902,1,8084
"beta[83,3]",7.18,0.141,6.948,7.415,1,8011
"beta[84,3]",7.633,0.176,7.344,7.919,1,6826
"beta[85,3]",7.687,0.119,7.493,7.882,1,8223
"beta[86,3]",6.974,0.168,6.702,7.253,1,7110
"beta[87,3]",7.864,0.124,7.664,8.069,1,8221
"beta[88,3]",7.343,0.159,7.082,7.605,1.001,7349
"beta[89,3]",6.578,0.158,6.313,6.834,1.001,7042
"beta[90,3]",7.28,0.172,6.999,7.567,1,7659
"beta[91,3]",6.919,0.183,6.621,7.224,1,7373
"beta[92,3]",6.902,0.175,6.609,7.186,1.001,7393
"beta[93,3]",7.762,0.156,7.507,8.02,1,7277
"beta[94,3]",7.624,0.15,7.38,7.872,1,8046
"beta[95,3]",7.928,0.198,7.611,8.26,1.001,7188
"beta[96,3]",7.017,0.173,6.735,7.301,1,7059
"beta[97,3]",7.511,0.149,7.262,7.755,1.001,7860
"beta[98,3]",8.424,0.131,8.207,8.639,1,7540
"beta[99,3]",7.748,0.153,7.498,7.997,1,7434
"beta[100,3]",8.153,0.191,7.844,8.469,1,7143
"beta[101,3]",6.714,0.145,6.473,6.951,1,7419
"beta[102,3]",6.707,0.115,6.517,6.897,1,8206
"beta[103,3]",7.532,0.115,7.342,7.719,1,8700
"beta[104,3]",7.691,0.184,7.394,7.999,1,7164
"beta[105,3]",7.44,0.12,7.241,7.636,1,8106
"beta[106,3]",7.672,0.115,7.483,7.861,1.001,8190
"beta[107,3]",7.707,0.123,7.502,7.907,1.001,7773
"beta[108,3]",8.047,0.166,7.772,8.317,1,7185
"beta[109,3]",8,0.121,7.798,8.194,1.001,8152
"beta[110,3]",7.835,0.157,7.575,8.096,1,7634
"beta[111,3]",7.813,0.116,7.622,8.003,1,7930
"beta[112,3]",5.898,0.16,5.635,6.164,1,7267
"beta[113,3]",7.572,0.151,7.326,7.818,1,7840
"beta[114,3]",6.855,0.123,6.649,7.059,1.001,7895
"beta[115,3]",6.811,0.135,6.591,7.03,1,7398
"beta[116,3]",7.615,0.128,7.406,7.827,1,7505
"beta[117,3]",6.658,0.124,6.456,6.861,1,7921
"beta[118,3]",7.339,0.146,7.098,7.58,1,7631
"beta[119,3]",7.938,0.158,7.677,8.201,1,7292
"beta[120,3]",7.575,0.121,7.38,7.768,1,7973
"beta[121,3]",7.975,0.156,7.72,8.234,1,7406
