parameter,mean,sd,q05,q95,rhat,ess
"mu_y[2025,1]",-0.353,0.198,-0.678,-0.03,1.001,8107
"mu_y[2026,1]",-0.218,0.186,-0.522,0.088,1.001,7692
"mu_y[2027,1]",-0.163,0.204,-0.499,0.176,1,7563
"mu_y[2028,1]",-0.104,0.235,-0.489,0.285,1,7932
"mu_y[2029,1]",0.932,0.156,0.674,1.19,1,8388
"mu_y[2030,1]",1.33,0.215,0.973,1.68,1,8058
"mu_y[2031,1]",0.379,0.158,0.118,0.64,1,7966
"mu_y[2032,1]",0.433,0.196,0.113,0.76,1,8096
"mu_y[2033,1]",0.821,0.143,0.591,1.06,1,8577
"mu_y[2034,1]",0.976,0.142,0.744,1.211,1,8235
"mu_y[2035,1]",1.145,0.192,0.831,1.459,1,7875
"mu_y[2036,1]",-0.02,0.14,-0.25,0.213,1,7008
"mu_y[2037,1]",-0.054,0.139,-0.283,0.176,1,7005
"mu_y[2038,1]",-0.124,0.218,-0.487,0.229,1.001,7383
"mu_y[2039,1]",1.222,0.17,0.949,1.508,1,7088
"mu_y[2040,1]",1.838,0.238,1.446,2.233,1,8068
"mu_y[2041,1]",0.753,0.139,0.526,0.978,1,8132
"mu_y[2042,1]",0.913,0.12,0.714,1.111,1,8374
"mu_y[2043,1]",1.086,0.132,0.869,1.301,1,8504
"mu_y[2044,1]",1.391,0.21,1.042,1.737,1,8535
"mu_y[2045,1]",0.76,0.141,0.533,0.998,1,7600
"mu_y[2046,1]",0.834,0.122,0.635,1.038,1.001,7813
"mu_y[2047,1]",0.91,0.131,0.693,1.127,1.001,7934
"mu_y[2048,1]",1.066,0.215,0.711,1.42,1,8063
"mu_y[2049,1]",0.42,0.162,0.15,0.687,1,7920
"mu_y[2050,1]",0.63,0.221,0.267,0.99,1.001,8556
"mu_y[2051,1]",0.542,0.17,0.26,0.819,1,7798
"mu_y[2052,1]",1.082,0.25,0.673,1.486,1,8080
"mu_y[2053,1]",0.515,0.155,0.262,0.772,1.001,8523
"mu_y[2054,1]",0.639,0.185,0.332,0.937,1,8675
"mu_y[2055,1]",0.582,0.139,0.351,0.81,1,7996
"mu_y[2056,1]",0.732,0.12,0.538,0.93,1,8159
"mu_y[2057,1]",0.879,0.133,0.662,1.102,1,8255
"mu_y[2058,1]",1.178,0.22,0.819,1.541,1,7848
"mu_y[2059,1]",0.387,0.148,0.138,0.619,1,7682
"mu_y[2060,1]",0.528,0.123,0.323,0.726,1,8154
"mu_y[2061,1]",0.651,0.129,0.44,0.862,1,8458
"mu_y[2062,1]",0.919,0.212,0.572,1.271,1,8240
"mu_y[2063,1]",0.506,0.143,0.271,0.739,1,7495
"mu_y[2064,1]",0.528,0.123,0.326,0.729,1,8046
"mu_y[2065,1]",0.555,0.135,0.335,0.777,1,8018
"mu_y[2066,1]",0.598,0.214,0.251,0.96,1,7850
"mu_y[2067,1]",0.966,0.147,0.727,1.205,1,7534
"mu_y[2068,1]",1.152,0.135,0.929,1.371,1.001,8125
"mu_y[2069,1]",1.523,0.216,1.167,1.876,1.001,7924
"mu_y[2070,1]",0.414,0.146,0.181,0.66,1,6467
"mu_y[2071,1]",0.343,0.123,0.141,0.548,1,7407
"mu_y[2072,1]",0.27,0.131,0.057,0.485,1,7629
"mu_y[2073,1]",0.127,0.218,-0.23,0.488,1,7144
"mu_y[2074,1]",0.861,0.149,0.622,1.109,1,7289
"mu_y[2075,1]",1.219,0.141,0.988,1.455,1,8233
"mu_y[2076,1]",1.58,0.216,1.221,1.935,1,8128
"mu_y[2077,1]",0.861,0.156,0.607,1.125,1,7711
"mu_y[2078,1]",1.105,0.143,0.871,1.346,1,7585
"mu_y[2079,1]",1.355,0.221,0.987,1.719,1,7404
"mu_y[2080,1]",1.215,0.154,0.969,1.475,1,7542
"mu_y[2081,1]",1.516,0.14,1.289,1.748,1,7571
"mu_y[2082,1]",2.09,0.221,1.728,2.454,1,8188
"mu_y[2083,1]",0.652,0.144,0.413,0.885,1,7587
"mu_y[2084,1]",0.775,0.142,0.543,1.009,1,7574
"mu_y[2085,1]",0.906,0.193,0.59,1.225,1,7352
"mu_y[2086,1]",0.899,0.144,0.656,1.135,1,7905
"mu_y[2087,1]",1.09,0.144,0.853,1.324,1,8189
"mu_y[2088,1]",1.3,0.195,0.982,1.618,1,7904
"mu_y[2089,1]",0.981,0.142,0.753,1.217,1,8364
"mu_y[2090,1]",1.233,0.122,1.034,1.438,1,8546
"mu_y[2091,1]",1.493,0.133,1.276,1.713,1,8401
"mu_y[2092,1]",1.987,0.214,1.643,2.335,1,8093
"mu_y[2093,1]",0.563,0.159,0.299,0.82,1.001,7930
"mu_y[2094,1]",0.956,0.218,0.604,1.32,1,7938
"mu_y[2095,1]",0.748,0.157,0.484,1.005,1,6923
"mu_y[2096,1]",1.023,0.218,0.668,1.383,1,8189
"mu_y[2097,1]",1.106,0.162,0.843,1.373,1,7001
"mu_y[2098,1]",1.361,0.19,1.053,1.667,1,7672
"mu_y[2099,1]",0.652,0.142,0.416,0.883,1.001,7216
"mu_y[2100,1]",0.779,0.139,0.549,1.009,1.001,7853
"mu_y[2101,1]",0.93,0.196,0.611,1.251,1,8396
"mu_y[2102,1]",0.991,0.157,0.739,1.255,1.001,7577
"mu_y[2103,1]",1.192,0.137,0.967,1.419,1.001,8061
"mu_y[2104,1]",1.638,0.229,1.263,2.016,1.001,7971
"mu_y[2105,1]",0.652,0.15,0.402,0.891,1.001,5892
"mu_y[2106,1]",0.883,0.124,0.678,1.086,1.001,7040
"mu_y[2107,1]",1.082,0.13,0.865,1.297,1,7948
"mu_y[2108,1]",1.522,0.212,1.175,1.874,1,7749
"mu_y[2109,1]",1.003,0.154,0.759,1.264,1,6419
"mu_y[2110,1]",1.083,0.127,0.878,1.295,1,7472
"mu_y[2111,1]",1.16,0.131,0.946,1.377,1,8184
"mu_y[2112,1]",1.336,0.223,0.971,1.703,1,7853
"mu_y[2113,1]",1.334,0.143,1.105,1.57,1,7995
"mu_y[2114,1]",1.535,0.142,1.3,1.765,1,8241
"mu_y[2115,1]",1.958,0.218,1.594,2.318,1,8365
"mu_y[2116,1]",0.611,0.147,0.368,0.85,1,8406
"mu_y[2117,1]",0.771,0.145,0.534,1.011,1,8776
"mu_y[2118,1]",0.919,0.191,0.61,1.238,1,8358
"mu_y[2119,1]",0.728,0.141,0.497,0.96,1,7964
"mu_y[2120,1]",0.872,0.142,0.638,1.107,1,8204
"mu_y[2121,1]",0.997,0.188,0.686,1.309,1,8433
"mu_y[2122,1]",1.047,0.14,0.815,1.273,1,8221
"mu_y[2123,1]",1.268,0.121,1.067,1.466,1,8129
"mu_y[2124,1]",1.487,0.13,1.276,1.702,1,8075
"mu_y[2125,1]",1.936,0.211,1.59,2.285,1,7871
"mu_y[2126,1]",0.645,0.155,0.387,0.892,1,8257
"mu_y[2127,1]",0.789,0.187,0.476,1.091,1,8824
"mu_y[2128,1]",0.711,0.14,0.479,0.942,1,7908
"mu_y[2129,1]",0.913,0.121,0.713,1.11,1,8022
"mu_y[2130,1]",1.111,0.13,0.898,1.324,1,7981
"mu_y[2131,1]",1.536,0.215,1.184,1.885,1,7897
"mu_y[2132,1]",0.932,0.14,0.711,1.165,1,8027
"mu_y[2133,1]",1.134,0.12,0.936,1.333,1,7962
"mu_y[2134,1]",1.339,0.141,1.105,1.575,1,7857
"mu_y[2135,1]",1.533,0.187,1.222,1.843,1,7889
"mu_y[2136,1]",0.72,0.14,0.49,0.954,1,7144
"mu_y[2137,1]",0.8,0.121,0.598,1.001,1,7819
"mu_y[2138,1]",0.883,0.131,0.666,1.099,1,8041
"mu_y[2139,1]",1.053,0.217,0.693,1.406,1,7552
"mu_y[2140,1]",0.769,0.171,0.48,1.044,1,6164
"mu_y[2141,1]",1.997,0.253,1.588,2.407,1.001,7838
"mu_y[2142,1]",0.779,0.156,0.53,1.041,1,7522
"mu_y[2143,1]",0.868,0.141,0.637,1.101,1,8330
"mu_y[2144,1]",0.966,0.223,0.6,1.329,1,7533
"mu_y[2145,1]",0.561,0.157,0.303,0.821,1,8585
"mu_y[2146,1]",0.687,0.216,0.333,1.038,1,8344
"mu_y[2147,1]",1.153,0.159,0.887,1.416,1,7534
"mu_y[2148,1]",1.994,0.146,1.75,2.232,1,8343
"mu_y[2149,1]",2.761,0.224,2.393,3.128,1,8028
"mu_y[2150,1]",0.536,0.14,0.309,0.764,1,7953
"mu_y[2151,1]",0.637,0.122,0.437,0.835,1,7836
"mu_y[2152,1]",0.749,0.132,0.532,0.965,1,7841
"mu_y[2153,1]",0.972,0.216,0.621,1.329,1,7972
"mu_y[2154,1]",0.977,0.141,0.748,1.211,1,7805
"mu_y[2155,1]",1.245,0.12,1.05,1.442,1,8091
"mu_y[2156,1]",1.451,0.131,1.239,1.666,1,8215
"mu_y[2157,1]",1.916,0.213,1.568,2.264,1,8109
"mu_y[2158,1]",1.163,0.143,0.931,1.407,1,8102
"mu_y[2159,1]",1.457,0.122,1.258,1.656,1,7968
"mu_y[2160,1]",1.789,0.134,1.569,2.011,1.001,8210
"mu_y[2161,1]",2.331,0.211,1.989,2.682,1.001,8319
"mu_y[2162,1]",0.843,0.156,0.586,1.102,1,8214
"mu_y[2163,1]",0.987,0.187,0.677,1.293,1,8645
"mu_y[2164,1]",0.623,0.139,0.391,0.852,1,7956
"mu_y[2165,1]",0.738,0.12,0.54,0.932,1,8033
"mu_y[2166,1]",0.85,0.129,0.637,1.06,1,8038
"mu_y[2167,1]",1.081,0.209,0.737,1.419,1,7939
"mu_y[2168,1]",0.456,0.142,0.22,0.693,1,7887
"mu_y[2169,1]",0.535,0.141,0.3,0.764,1,8385
"mu_y[2170,1]",0.619,0.189,0.306,0.931,1,8370
"mu_y[2171,1]",0.899,0.15,0.658,1.152,1,5960
"mu_y[2172,1]",1.02,0.125,0.816,1.226,1,6996
"mu_y[2173,1]",1.13,0.131,0.916,1.346,1,8142
"mu_y[2174,1]",1.367,0.216,1.008,1.726,1,7732
"mu_y[2175,1]",0.912,0.155,0.663,1.174,1,7968
"mu_y[2176,1]",1.155,0.141,0.921,1.385,1,7863
"mu_y[2177,1]",1.416,0.217,1.062,1.78,1.001,7671
"mu_y[2178,1]",0.784,0.14,0.558,1.017,1.001,7640
"mu_y[2179,1]",0.87,0.12,0.672,1.065,1,8041
"mu_y[2180,1]",0.951,0.13,0.735,1.164,1,8112
"mu_y[2181,1]",1.118,0.213,0.769,1.463,1,8066
"mu_y[2182,1]",1.474,0.139,1.245,1.7,1,8221
"mu_y[2183,1]",1.853,0.14,1.624,2.082,1.001,8383
"mu_y[2184,1]",2.555,0.218,2.194,2.915,1,8047
"mu_y[2185,1]",0.95,0.154,0.701,1.211,1,7862
"mu_y[2186,1]",1.23,0.143,0.996,1.465,1,8421
"mu_y[2187,1]",1.51,0.222,1.15,1.87,1.001,8260
"mu_y[2188,1]",0.495,0.142,0.262,0.732,1,7653
"mu_y[2189,1]",0.627,0.122,0.426,0.828,1,8040
"mu_y[2190,1]",0.752,0.133,0.532,0.971,1,8061
"mu_y[2191,1]",0.999,0.215,0.651,1.358,1.001,7952
"mu_y[2192,1]",0.411,0.144,0.176,0.648,1,8060
"mu_y[2193,1]",0.458,0.142,0.226,0.693,1,8023
"mu_y[2194,1]",0.505,0.189,0.198,0.815,1,8018
"mu_y[2195,1]",1.272,0.157,1.018,1.535,1,8486
"mu_y[2196,1]",1.612,0.191,1.302,1.923,1.001,8312
"mu_y[2197,1]",0.855,0.152,0.605,1.105,1,7938
"mu_y[2198,1]",1.375,0.144,1.135,1.61,1,8311
"mu_y[2199,1]",1.901,0.223,1.532,2.27,1,8194
"mu_y[2200,1]",0.419,0.141,0.189,0.653,1,8335
"mu_y[2201,1]",0.49,0.141,0.263,0.725,1,8532
"mu_y[2202,1]",0.551,0.187,0.245,0.864,1,8433
"mu_y[2203,1]",1.218,0.155,0.971,1.478,1,7264
"mu_y[2204,1]",1.421,0.14,1.192,1.654,1,8024
"mu_y[2205,1]",1.807,0.219,1.441,2.165,1,8182
"mu_y[2206,1]",0.454,0.139,0.226,0.686,1.001,7832
"mu_y[2207,1]",0.496,0.14,0.261,0.728,1,7834
"mu_y[2208,1]",0.573,0.216,0.216,0.928,1,7513
"mu_y[2209,1]",0.848,0.152,0.597,1.094,1,7807
"mu_y[2210,1]",1.192,0.126,0.985,1.401,1,8281
"mu_y[2211,1]",1.495,0.132,1.279,1.711,1,8404
"mu_y[2212,1]",2.253,0.23,1.877,2.637,1,7955
"mu_y[2213,1]",0.699,0.147,0.449,0.939,1,5758
"mu_y[2214,1]",0.92,0.124,0.714,1.123,1,7170
"mu_y[2215,1]",1.142,0.132,0.926,1.361,1,7997
"mu_y[2216,1]",1.586,0.218,1.222,1.94,1,7628
"mu_y[2217,1]",0.582,0.144,0.342,0.814,1.001,7927
"mu_y[2218,1]",0.738,0.141,0.505,0.973,1.001,7544
"mu_y[2219,1]",0.926,0.193,0.614,1.245,1,7695
"mu_y[2220,1]",0.835,0.153,0.577,1.081,1,7165
"mu_y[2221,1]",1.174,0.135,0.952,1.396,1,7888
"mu_y[2222,1]",2.141,0.239,1.747,2.533,1,7567
"mu_y[2223,1]",0.814,0.149,0.571,1.06,1,8022
"mu_y[2224,1]",1.079,0.137,0.856,1.304,1,8031
"mu_y[2225,1]",1.587,0.216,1.233,1.94,1,8036
"mu_y[2226,1]",0.339,0.149,0.089,0.581,1,6805
"mu_y[2227,1]",0.459,0.124,0.254,0.662,1,7462
"mu_y[2228,1]",0.565,0.131,0.352,0.781,1,8194
"mu_y[2229,1]",0.8,0.217,0.443,1.158,1,8145
"mu_y[2230,1]",0.383,0.154,0.127,0.633,1,7860
"mu_y[2231,1]",0.449,0.184,0.144,0.754,1,8385
"mu_y[2232,1]",0.534,0.164,0.266,0.804,1,7497
"mu_y[2233,1]",1.083,0.244,0.683,1.48,1,7681
"mu_y[2234,1]",0.588,0.143,0.356,0.823,1,7291
"mu_y[2235,1]",0.739,0.123,0.536,0.939,1,8113
"mu_y[2236,1]",0.904,0.133,0.689,1.121,1,8277
"mu_y[2237,1]",1.221,0.216,0.864,1.575,1,7980
"mu_y[2238,1]",0.293,0.143,0.053,0.521,1,6629
"mu_y[2239,1]",0.357,0.122,0.155,0.555,1,7142
"mu_y[2240,1]",0.425,0.13,0.211,0.637,1.001,7965
"mu_y[2241,1]",0.557,0.21,0.212,0.901,1.001,8136
"mu_y[2242,1]",0.862,0.144,0.63,1.103,1,7928
"mu_y[2243,1]",1.017,0.137,0.794,1.241,1,7869
"mu_y[2244,1]",1.316,0.219,0.95,1.678,1.001,8004
"mu_y[2245,1]",0.559,0.155,0.304,0.813,1,7186
"mu_y[2246,1]",0.637,0.147,0.391,0.879,1,7985
"mu_y[2247,1]",0.701,0.217,0.341,1.055,1.001,7869
"mu_y[2248,1]",0.724,0.142,0.485,0.955,1,5157
"mu_y[2249,1]",0.953,0.122,0.753,1.151,1,5929
"mu_y[2250,1]",1.187,0.132,0.968,1.401,1,6993
"mu_y[2251,1]",1.645,0.215,1.293,1.999,1,7373
"mu_y[2252,1]",0.794,0.146,0.559,1.036,1,8078
"mu_y[2253,1]",0.965,0.133,0.748,1.188,1,7968
"mu_y[2254,1]",1.444,0.236,1.058,1.828,1.001,7999
"mu_y[2255,1]",0.873,0.14,0.647,1.106,1,8039
"mu_y[2256,1]",1.123,0.12,0.923,1.317,1,8107
"mu_y[2257,1]",1.324,0.131,1.106,1.534,1,8010
"mu_y[2258,1]",1.771,0.212,1.421,2.119,1,7682
"mu_y[2259,1]",1.151,0.161,0.887,1.411,1.001,8166
"mu_y[2260,1]",1.784,0.22,1.419,2.144,1,7511
"mu_y[2261,1]",0.6,0.145,0.364,0.839,1,6987
"mu_y[2262,1]",0.76,0.143,0.523,1,1,8277
"mu_y[2263,1]",0.905,0.189,0.592,1.217,1,8068
"mu_y[2264,1]",1.201,0.145,0.966,1.445,1,7596
"mu_y[2265,1]",1.609,0.122,1.41,1.807,1,7523
"mu_y[2266,1]",1.895,0.133,1.677,2.112,1,7710
"mu_y[2267,1]",2.517,0.213,2.167,2.868,1,8120
"mu_y[2268,1]",0.631,0.145,0.387,0.867,1,7845
"mu_y[2269,1]",0.703,0.124,0.498,0.905,1,8094
"mu_y[2270,1]",0.77,0.133,0.553,0.988,1,8257
"mu_y[2271,1]",0.904,0.213,0.553,1.255,1,8154
"mu_y[2272,1]",0.989,0.159,0.729,1.253,1.001,6556
"mu_y[2273,1]",1.178,0.188,0.865,1.484,1,8001
"mu_y[2274,1]",0.407,0.155,0.147,0.661,1,8155
"mu_y[2275,1]",0.479,0.189,0.17,0.789,1.001,8024
"mu_y[2276,1]",0.391,0.167,0.111,0.662,1,8661
"mu_y[2277,1]",0.404,0.249,-0.01,0.813,1,7654
"mu_y[2278,1]",1.293,0.168,1.018,1.574,1,8086
"mu_y[2279,1]",2.154,0.233,1.773,2.535,1,7869
"mu_y[2280,1]",0.472,0.147,0.231,0.709,1,6361
"mu_y[2281,1]",0.453,0.143,0.22,0.689,1,7506
"mu_y[2282,1]",0.434,0.193,0.117,0.747,1,7080
"mu_y[2283,1]",0.705,0.14,0.47,0.935,1,8295
"mu_y[2284,1]",0.816,0.121,0.616,1.017,1.001,8371
"mu_y[2285,1]",0.922,0.13,0.708,1.135,1.001,8401
"mu_y[2286,1]",1.149,0.213,0.797,1.495,1,8462
"mu_y[2287,1]",0.43,0.14,0.203,0.662,1.001,7763
"mu_y[2288,1]",0.412,0.12,0.216,0.61,1.001,7838
"mu_y[2289,1]",0.393,0.13,0.183,0.606,1,8019
"mu_y[2290,1]",0.356,0.214,0.009,0.71,1,8019
"mu_y[2291,1]",0.987,0.143,0.75,1.225,1,7750
"mu_y[2292,1]",1.285,0.143,1.048,1.52,1.001,8125
"mu_y[2293,1]",1.576,0.194,1.256,1.896,1.001,8155
"mu_y[2294,1]",0.682,0.158,0.417,0.939,1,5054
"mu_y[2295,1]",0.985,0.131,0.769,1.199,1,6302
"mu_y[2296,1]",1.336,0.131,1.12,1.547,1,7766
"mu_y[2297,1]",2.149,0.235,1.762,2.537,1,6939
"mu_y[2298,1]",0.988,0.141,0.754,1.223,1,8453
"mu_y[2299,1]",1.221,0.141,0.992,1.453,1.001,8320
"mu_y[2300,1]",1.463,0.191,1.148,1.78,1,8001
"mu_y[2301,1]",0.612,0.157,0.351,0.869,1,7278
"mu_y[2302,1]",0.704,0.189,0.395,1.014,1,8188
"mu_y[2303,1]",1.931,0.257,1.506,2.35,1,7805
"mu_y[2304,1]",1.183,0.157,0.923,1.442,1,8859
"mu_y[2305,1]",1.46,0.188,1.151,1.767,1,8762
"mu_y[2306,1]",0.713,0.159,0.449,0.971,1,8302
"mu_y[2307,1]",1.212,0.224,0.84,1.581,1,7677
"mu_y[2308,1]",0.67,0.143,0.43,0.902,1,6968
"mu_y[2309,1]",0.934,0.12,0.737,1.13,1.001,7392
"mu_y[2310,1]",1.209,0.128,1,1.417,1,7720
"mu_y[2311,1]",1.788,0.217,1.433,2.146,1,7406
"mu_y[2312,1]",1.188,0.148,0.943,1.423,1.001,6490
"mu_y[2313,1]",1.621,0.146,1.379,1.858,1.001,8024
"mu_y[2314,1]",1.997,0.197,1.671,2.325,1,7663
"mu_y[2315,1]",0.948,0.159,0.689,1.213,1,7651
"mu_y[2316,1]",1.176,0.216,0.823,1.531,1,7777
"mu_y[2317,1]",0.36,0.144,0.125,0.595,1,8126
"mu_y[2318,1]",0.313,0.144,0.079,0.55,1,7826
"mu_y[2319,1]",0.266,0.195,-0.054,0.578,1,7613
"mu_y[2320,1]",0.571,0.141,0.339,0.804,1,8502
"mu_y[2321,1]",0.662,0.141,0.434,0.896,1,8882
"mu_y[2322,1]",0.768,0.192,0.455,1.082,1,8647
"mu_y[2323,1]",0.852,0.142,0.626,1.089,1,7103
"mu_y[2324,1]",0.979,0.121,0.782,1.183,1,7512
"mu_y[2325,1]",1.09,0.129,0.883,1.305,1,7722
"mu_y[2326,1]",1.373,0.223,1.013,1.743,1,7383
"mu_y[2327,1]",1.261,0.159,1,1.521,1,8086
"mu_y[2328,1]",1.622,0.191,1.311,1.94,1,8257
"mu_y[2329,1]",0.864,0.155,0.61,1.121,1,8533
"mu_y[2330,1]",1.05,0.187,0.741,1.362,1,8801
"mu_y[2331,1]",0.738,0.152,0.492,0.993,1,5618
"mu_y[2332,1]",0.912,0.139,0.684,1.136,1,8155
"mu_y[2333,1]",1.224,0.22,0.863,1.584,1.001,8101
"mu_y[2334,1]",1.027,0.155,0.779,1.28,1,7808
"mu_y[2335,1]",1.302,0.191,0.987,1.617,1,8611
"mu_y[2336,1]",0.737,0.143,0.501,0.97,1,7095
"mu_y[2337,1]",0.943,0.135,0.723,1.164,1,7414
"mu_y[2338,1]",1.367,0.218,1.004,1.721,1,8110
"mu_y[2339,1]",0.475,0.144,0.237,0.711,1,7777
"mu_y[2340,1]",0.497,0.136,0.273,0.719,1,8073
"mu_y[2341,1]",0.57,0.222,0.203,0.932,1,8391
"mu_y[2342,1]",0.977,0.16,0.713,1.241,1,8075
"mu_y[2343,1]",1.527,0.219,1.172,1.89,1,8338
"mu_y[2344,1]",0.457,0.156,0.202,0.708,1,7322
"mu_y[2345,1]",0.414,0.144,0.175,0.649,1,7946
"mu_y[2346,1]",0.372,0.221,0.011,0.743,1,7699
"mu_y[2347,1]",0.885,0.147,0.652,1.131,1.001,4571
"mu_y[2348,1]",1.026,0.123,0.825,1.227,1.001,5771
"mu_y[2349,1]",1.161,0.129,0.946,1.368,1.001,7676
"mu_y[2350,1]",1.463,0.217,1.104,1.82,1.001,7662
"mu_y[2351,1]",0.329,0.148,0.088,0.575,1,5614
"mu_y[2352,1]",0.382,0.142,0.151,0.612,1,8380
"mu_y[2353,1]",0.434,0.192,0.118,0.746,1,7386
"mu_y[2354,1]",1.06,0.156,0.806,1.318,1,7803
"mu_y[2355,1]",1.316,0.19,1.003,1.627,1,8239
"mu_y[2356,1]",0.851,0.216,0.498,1.205,1,8196
"mu_y[2357,1]",0.357,0.213,0.011,0.704,1,8456
"mu_y[2358,1]",1.125,0.161,0.863,1.391,1,8062
"mu_y[2359,1]",1.757,0.221,1.389,2.121,1,8142
"mu_y[2360,1]",0.442,0.157,0.182,0.702,1,7498
"mu_y[2361,1]",0.586,0.144,0.35,0.827,1,7544
"mu_y[2362,1]",0.724,0.219,0.361,1.085,1,7794
"mu_y[2363,1]",0.977,0.142,0.749,1.21,1.001,8244
"mu_y[2364,1]",1.17,0.141,0.939,1.399,1,8337
"mu_y[2365,1]",1.406,0.196,1.079,1.731,1,8241
"mu_y[2366,1]",0.216,0.16,-0.054,0.468,1,5679
"mu_y[2367,1]",0.313,0.141,0.082,0.544,1,7208
"mu_y[2368,1]",0.506,0.218,0.146,0.861,1,7998
"mu_y[2369,1]",0.582,0.141,0.35,0.817,1,7738
"mu_y[2370,1]",0.665,0.121,0.469,0.864,1,7979
"mu_y[2371,1]",0.745,0.131,0.53,0.961,1,8173
"mu_y[2372,1]",0.904,0.213,0.553,1.253,1,8147
"mu_y[2373,1]",0.123,0.16,-0.149,0.384,1,5118
"mu_y[2374,1]",0.185,0.144,-0.054,0.421,1,6356
"mu_y[2375,1]",0.325,0.222,-0.041,0.685,1,7999
"mu_y[2376,1]",0.811,0.155,0.559,1.064,1,8106
"mu_y[2377,1]",1.113,0.143,0.878,1.346,1,8238
"mu_y[2378,1]",1.425,0.22,1.067,1.79,1,7936
"mu_y[2379,1]",0.95,0.157,0.696,1.208,1,7678
"mu_y[2380,1]",1.24,0.219,0.881,1.598,1,8391
"mu_y[2381,1]",0.941,0.145,0.703,1.174,1,8473
"mu_y[2382,1]",1.274,0.143,1.038,1.51,1,8360
"mu_y[2383,1]",1.574,0.192,1.258,1.887,1,7535
"mu_y[2384,1]",0.563,0.144,0.326,0.801,1.001,8278
"mu_y[2385,1]",0.674,0.124,0.47,0.88,1,8054
"mu_y[2386,1]",0.811,0.135,0.59,1.032,1,7514
"mu_y[2387,1]",1.046,0.218,0.687,1.408,1,7359
"mu_y[2388,1]",0.745,0.138,0.517,0.973,1,8061
"mu_y[2389,1]",0.828,0.138,0.599,1.055,1,8015
"mu_y[2390,1]",1.024,0.216,0.672,1.383,1,7505
"mu_y[2391,1]",1.004,0.147,0.767,1.248,1,7003
"mu_y[2392,1]",1.258,0.143,1.023,1.494,1,8170
"mu_y[2393,1]",1.52,0.192,1.205,1.839,1,7544
"mu_y[2394,1]",0.054,0.158,-0.207,0.312,1,7916
"mu_y[2395,1]",0.007,0.199,-0.325,0.328,1,7729
"mu_y[2396,1]",0.575,0.15,0.327,0.818,1,5121
"mu_y[2397,1]",0.713,0.146,0.474,0.952,1,7954
"mu_y[2398,1]",0.846,0.196,0.529,1.172,1,7733
"mu_y[2399,1]",0.65,0.16,0.391,0.913,1,7695
"mu_y[2400,1]",1.131,0.219,0.773,1.492,1,8186
"mu_y[2401,1]",0.64,0.16,0.375,0.902,1,7872
"mu_y[2402,1]",0.722,0.199,0.391,1.048,1.001,7912
"mu_y[2403,1]",0.75,0.145,0.509,0.983,1,6845
"mu_y[2404,1]",0.949,0.123,0.747,1.148,1,7700
"mu_y[2405,1]",1.145,0.129,0.935,1.359,1.001,7691
"mu_y[2406,1]",1.575,0.214,1.226,1.924,1.001,7544
"mu_y[2407,1]",0.665,0.147,0.426,0.913,1.001,6321
"mu_y[2408,1]",0.611,0.123,0.408,0.816,1,7097
"mu_y[2409,1]",0.559,0.129,0.346,0.771,1,7822
"mu_y[2410,1]",0.441,0.221,0.073,0.8,1.001,6113
"mu_y[2411,1]",1.529,0.219,1.175,1.895,1,7830
"mu_y[2412,1]",0.985,0.137,0.761,1.211,1,7918
"mu_y[2413,1]",1.187,0.14,0.954,1.412,1,7928
"mu_y[2414,1]",1.546,0.213,1.194,1.89,1,8086
"mu_y[2415,1]",0.623,0.145,0.391,0.867,1,7716
"mu_y[2416,1]",0.655,0.124,0.453,0.857,1,7826
"mu_y[2417,1]",0.691,0.128,0.481,0.905,1,7834
"mu_y[2418,1]",0.769,0.217,0.414,1.128,1,7492
"mu_y[2419,1]",0.529,0.16,0.269,0.791,1,8043
"mu_y[2420,1]",0.607,0.195,0.286,0.927,1,7832
"mu_y[2421,1]",0.22,0.149,-0.022,0.466,1,6791
"mu_y[2422,1]",0.287,0.124,0.082,0.493,1,7784
"mu_y[2423,1]",0.357,0.132,0.139,0.576,1,8170
"mu_y[2424,1]",0.493,0.218,0.134,0.852,1,7608
"mu_y[2425,1]",0.533,0.149,0.297,0.788,1,6682
"mu_y[2426,1]",0.475,0.126,0.27,0.687,1,8105
"mu_y[2427,1]",0.41,0.135,0.189,0.633,1,8222
"mu_y[2428,1]",0.293,0.221,-0.076,0.654,1,7326
"mu_y[2429,1]",0.845,0.158,0.587,1.106,1,8011
"mu_y[2430,1]",1.35,0.144,1.109,1.582,1,8040
"mu_y[2431,1]",1.828,0.218,1.47,2.183,1,7831
"mu_y[2432,1]",0.368,0.168,0.092,0.634,1,8256
"mu_y[2433,1]",0.543,0.242,0.15,0.953,1.001,7968
"mu_y[2434,1]",0.643,0.144,0.401,0.88,1,8219
"mu_y[2435,1]",0.839,0.144,0.601,1.074,1.001,8610
"mu_y[2436,1]",1.018,0.19,0.706,1.329,1.001,8431
"mu_y[2437,1]",0.114,0.146,-0.133,0.348,1,8494
"mu_y[2438,1]",0.114,0.14,-0.11,0.344,1,8345
"mu_y[2439,1]",0.115,0.201,-0.215,0.442,1.001,7561
"mu_y[2440,1]",0.375,0.157,0.117,0.628,1,8286
"mu_y[2441,1]",0.366,0.19,0.058,0.682,1,7979
"mu_y[2442,1]",0.545,0.146,0.301,0.782,1.001,7836
