parameter,mean,sd,q05,q95,rhat,ess
"z[532,3]",0.087,0.406,-0.586,0.727,1,7403
"z[533,3]",0.375,0.422,-0.352,1.002,1.001,6318
"z[534,3]",-1.578,0.458,-2.276,-0.779,1,5736
"z[535,3]",-1.137,0.439,-1.797,-0.385,1.001,5929
"z[536,3]",1.076,0.424,0.393,1.754,1.001,5975
"z[537,3]",0.289,0.429,-0.418,0.988,1.001,7540
"z[538,3]",0.388,0.435,-0.301,1.123,1.001,6628
"z[539,3]",1.207,0.457,0.467,1.947,1,6485
"z[540,3]",-1.188,0.425,-1.864,-0.483,1.001,6699
"z[541,3]",-0.721,0.419,-1.363,-0.029,1,7090
"z[542,3]",0.608,0.426,-0.071,1.314,1,7952
"z[543,3]",0.398,0.469,-0.386,1.14,1.001,6845
"z[544,3]",0.332,0.445,-0.378,1.038,1,7958
"z[545,3]",1.637,0.465,0.885,2.362,1,6530
"z[546,3]",-1.06,0.414,-1.705,-0.373,1,6720
"z[547,3]",-0.324,0.449,-1.011,0.438,1,6171
"z[548,3]",-1.475,0.452,-2.193,-0.78,1,5783
"z[549,3]",-0.497,0.495,-1.238,0.377,1,3635
"z[550,3]",0.321,0.462,-0.413,1.095,1,7429
"z[551,3]",0.071,0.427,-0.653,0.736,1,7571
"z[552,3]",0.399,0.433,-0.307,1.097,1.001,7447
"z[553,3]",-0.647,0.411,-1.287,0.053,1,6153
"z[554,3]",-1.26,0.45,-1.982,-0.535,1.001,6547
"z[555,3]",-0.668,0.415,-1.326,-0.009,1.001,6537
"z[556,3]",-0.277,0.405,-0.908,0.401,1,7466
"z[557,3]",0.411,0.403,-0.215,1.088,1,7462
"z[558,3]",-0.047,0.48,-0.879,0.684,1,5939
"z[559,3]",-0.254,0.434,-0.912,0.491,1,6285
"z[560,3]",-0.515,0.444,-1.21,0.215,1.001,7269
"z[561,3]",0.83,0.502,-0.04,1.604,1,5019
"z[562,3]",-0.221,0.413,-0.886,0.444,1,7432
"z[563,3]",1.124,0.422,0.408,1.778,1.001,5855
"z[564,3]",0.385,0.429,-0.299,1.091,1,6802
"z[565,3]",0.015,0.434,-0.655,0.749,1.001,7603
"z[566,3]",0.812,0.41,0.121,1.447,1,6103
"z[567,3]",1.247,0.425,0.526,1.895,1.001,6037
"z[568,3]",0.118,0.442,-0.541,0.868,1,5823
"z[569,3]",-0.297,0.428,-0.947,0.424,1,7250
"z[570,3]",-0.622,0.431,-1.286,0.109,1,6655
"z[571,3]",0.128,0.476,-0.661,0.887,1,6455
"z[572,3]",0.082,0.45,-0.62,0.825,1,5930
"z[573,3]",0.725,0.416,0.051,1.383,1,6746
"z[574,3]",0.451,0.435,-0.28,1.119,1.001,7262
"z[575,3]",-0.471,0.469,-1.207,0.309,1,7003
"z[576,3]",0.786,0.436,0.044,1.447,1,6328
"z[577,3]",0.228,0.428,-0.49,0.899,1,7914
"z[578,3]",-0.878,0.491,-1.592,0.009,1.002,3871
"z[579,3]",-0.017,0.445,-0.745,0.709,1,6588
"z[580,3]",0.528,0.447,-0.228,1.219,1,6432
"z[581,3]",-0.722,0.427,-1.431,-0.05,1,6452
"z[582,3]",0.124,0.415,-0.577,0.757,1,7585
"z[583,3]",0.287,0.476,-0.54,0.987,1,4864
"z[584,3]",0.273,0.445,-0.452,0.99,1.001,7513
"z[585,3]",-0.648,0.432,-1.387,0.009,1,6613
"z[586,3]",-0.771,0.438,-1.476,-0.066,1,7157
"z[587,3]",-0.287,0.437,-0.99,0.444,1,7233
"z[588,3]",0.978,0.444,0.239,1.669,1.001,6572
"z[589,3]",-0.47,0.412,-1.152,0.175,1,7359
"z[590,3]",-0.579,0.434,-1.253,0.172,1,6569
"z[591,3]",-1.214,0.442,-1.886,-0.476,1,6532
"z[592,3]",-1.663,0.425,-2.335,-0.976,1,5242
"z[593,3]",-0.581,0.415,-1.228,0.111,1,7880
"z[594,3]",0.01,0.406,-0.616,0.691,1,7899
"z[595,3]",-0.967,0.466,-1.713,-0.194,1,6863
"z[596,3]",-0.841,0.466,-1.56,-0.054,1,6496
"z[597,3]",-0.588,0.432,-1.27,0.127,1,6836
"z[598,3]",-1.007,0.412,-1.641,-0.308,1,6788
"z[599,3]",1.362,0.451,0.632,2.087,1,5853
"z[600,3]",-0.234,0.432,-0.952,0.455,1.001,7825
"z[601,3]",0.577,0.457,-0.192,1.281,1,7688
"z[602,3]",-0.992,0.466,-1.702,-0.189,1,5895
"z[603,3]",-1.967,0.486,-2.703,-1.144,1.001,4765
"z[604,3]",-0.18,0.39,-0.809,0.443,1.001,7403
"z[605,3]",-0.583,0.413,-1.238,0.091,1,7659
"z[606,3]",0.484,0.422,-0.205,1.161,1,6960
"z[607,3]",-0.914,0.468,-1.73,-0.211,1.001,4543
"z[608,3]",-0.034,0.426,-0.714,0.662,1,7779
"z[609,3]",-1.749,0.462,-2.461,-0.983,1,6011
"z[610,3]",-0.418,0.515,-1.241,0.42,1,7951
"z[611,3]",0.043,0.46,-0.676,0.827,1,7222
"z[612,3]",1.144,0.47,0.347,1.872,1,5899
"z[613,3]",-0.007,0.462,-0.824,0.664,1.001,4865
"z[614,3]",0.071,0.484,-0.746,0.824,1.001,5654
"z[615,3]",-1.547,0.482,-2.248,-0.709,1,3632
"z[616,3]",-0.627,0.443,-1.31,0.116,1,6896
"z[617,3]",0.928,0.437,0.194,1.604,1.001,6163
"z[618,3]",-0.287,0.429,-0.924,0.467,1.001,5891
"z[619,3]",-1.117,0.511,-1.928,-0.271,1,6080
"z[620,3]",1.237,0.447,0.487,1.942,1,5683
"z[621,3]",1.265,0.447,0.532,1.962,1.001,6259
"z[622,3]",-0.887,0.448,-1.592,-0.148,1,7718
"z[623,3]",0.13,0.429,-0.583,0.808,1,7612
"z[624,3]",-0.016,0.413,-0.702,0.625,1,7781
"z[625,3]",1.087,0.46,0.312,1.81,1,7189
"z[626,3]",-0.643,0.472,-1.407,0.128,1.001,5388
"z[627,3]",1.593,0.453,0.892,2.332,1.002,5362
"z[628,3]",3.086,0.514,2.21,3.837,1,3106
"z[629,3]",-0.812,0.47,-1.52,-0.01,1,5354
"z[630,3]",0.622,0.481,-0.184,1.386,1,7181
"z[631,3]",0.905,0.504,0.062,1.688,1,7116
"z[632,3]",0.955,0.47,0.166,1.691,1.001,6098
"z[633,3]",0.302,0.444,-0.43,1.016,1.001,7246
"z[634,3]",-1.212,0.449,-1.879,-0.419,1.001,5021
"z[635,3]",0.375,0.449,-0.404,1.043,1,6040
"z[636,3]",-1.328,0.434,-1.979,-0.589,1.001,5940
"z[637,3]",-0.288,0.419,-1.01,0.359,1,6738
"z[638,3]",0.071,0.424,-0.615,0.76,1,7785
"z[639,3]",-1.025,0.466,-1.72,-0.206,1,6246
"z[640,3]",0.703,0.457,-0.084,1.406,1.001,5870
"z[641,3]",0.395,0.476,-0.42,1.108,1,4641
"z[642,3]",-0.475,0.449,-1.177,0.261,1,7939
"z[643,3]",0.896,0.437,0.189,1.605,1.001,6035
"z[644,3]",0.62,0.492,-0.193,1.397,1,6661
"z[645,3]",-1.896,0.453,-2.575,-1.138,1.001,4902
"z[646,3]",0.731,0.445,-0.027,1.405,1,6861
"z[647,3]",1.019,0.469,0.221,1.749,1,6748
"z[648,3]",-1.06,0.411,-1.729,-0.411,1,6980
"z[649,3]",0.326,0.413,-0.301,1.035,1.001,6763
"z[650,3]",0.456,0.509,-0.371,1.283,1.001,7777
"z[651,3]",-0.228,0.446,-0.966,0.477,1.001,7582
"z[652,3]",0.244,0.399,-0.38,0.898,1.001,7207
"z[653,3]",-0.392,0.457,-1.137,0.366,1,8117
"z[654,3]",3.188,0.544,2.238,3.97,1,2785
"z[655,3]",0.1,0.479,-0.653,0.913,1,5714
"z[656,3]",0.075,0.469,-0.707,0.814,1,7098
"z[657,3]",0.829,0.456,0.056,1.524,1,6101
"z[658,3]",0.955,0.416,0.26,1.6,1,6370
"z[659,3]",0.8,0.444,0.041,1.489,1.001,6657
"z[660,3]",-0.711,0.454,-1.45,0.034,1,7722
"z[661,3]",1.856,0.487,0.995,2.561,1.001,3565
"z[662,3]",0.069,0.426,-0.631,0.731,1,7839
"z[663,3]",0.097,0.435,-0.596,0.809,1,6855
"z[1,4]",-0.214,0.789,-1.48,1.103,1,8473
"z[2,4]",0.532,0.801,-0.819,1.794,1,8314
"z[3,4]",0.831,0.865,-0.663,2.214,1,7787
"z[4,4]",0.285,0.83,-1.063,1.628,1,7975
"z[5,4]",-0.044,0.804,-1.363,1.267,1,8998
"z[6,4]",0.052,0.797,-1.256,1.329,1,8197
"z[7,4]",-0.046,0.966,-1.608,1.55,1,9086
"z[8,4]",-0.111,0.985,-1.72,1.494,1,8705
"z[9,4]",-1.48,0.933,-2.94,0.16,1.001,4525
"z[10,4]",-0.358,0.81,-1.668,0.982,1,8047
"z[11,4]",0.326,0.818,-1.013,1.675,1,8046
"z[12,4]",1.047,0.855,-0.422,2.371,1,5354
"z[13,4]",-0.474,0.931,-1.971,1.061,1,8895
"z[14,4]",-0.383,0.879,-1.795,1.102,1,8888
"z[15,4]",0.637,0.886,-0.869,2.064,1,8041
"z[16,4]",0.255,0.849,-1.145,1.664,1,9173
"z[17,4]",-0.017,0.992,-1.648,1.596,1,9479
"z[18,4]",0.801,0.944,-0.769,2.333,1,7040
"z[19,4]",-1.265,0.912,-2.707,0.274,1,5774
"z[20,4]",-0.298,0.953,-1.868,1.282,1,8915
"z[21,4]",0.036,0.988,-1.569,1.68,1.001,10285
"z[22,4]",-0.004,0.963,-1.576,1.564,1,9209
"z[23,4]",-0.417,0.903,-1.866,1.079,1,8584
"z[24,4]",0.038,0.788,-1.25,1.352,1.001,8985
"z[25,4]",0.153,0.902,-1.321,1.619,1,9539
"z[26,4]",-0.379,0.85,-1.757,1.029,1,9282
"z[27,4]",0.415,0.828,-0.972,1.744,1,8116
"z[28,4]",-0.572,0.902,-2.02,0.926,1.001,8939
"z[29,4]",0.02,0.96,-1.57,1.577,1,9477
"z[30,4]",0.592,0.84,-0.799,1.956,1.001,7606
"z[31,4]",0.099,0.803,-1.231,1.395,1,8394
"z[32,4]",0.254,0.887,-1.214,1.708,1,9278
"z[33,4]",-0.027,0.878,-1.478,1.411,1,9833
"z[34,4]",-0.047,0.993,-1.688,1.579,1,9443
"z[35,4]",-0.593,0.811,-1.894,0.801,1.001,7514
"z[36,4]",-0.276,0.97,-1.86,1.334,1,8875
"z[37,4]",-0.379,0.799,-1.682,0.943,1,8814
"z[38,4]",-0.079,0.866,-1.496,1.351,1,9257
"z[39,4]",0.215,0.826,-1.161,1.545,1,9348
"z[40,4]",0.007,0.802,-1.296,1.322,1,9539
"z[41,4]",-0.042,0.805,-1.352,1.287,1,8020
"z[42,4]",0.572,0.823,-0.834,1.897,1,7575
"z[43,4]",-1.03,0.849,-2.383,0.401,1,6313
"z[44,4]",0.078,0.962,-1.495,1.679,1,10124
"z[45,4]",-0.053,0.987,-1.669,1.542,1,10121
"z[46,4]",0.853,0.814,-0.526,2.142,1,7114
"z[47,4]",-1.088,0.944,-2.619,0.507,1,6407
"z[48,4]",0.576,0.877,-0.875,1.994,1.001,8342
"z[49,4]",-0.324,0.808,-1.623,1.016,1,8229
"z[50,4]",0.004,0.804,-1.309,1.336,1,8906
"z[51,4]",0.606,0.812,-0.741,1.91,1,7975
"z[52,4]",-0.72,0.861,-2.115,0.733,1,7266
"z[53,4]",-0.083,0.784,-1.347,1.23,1,9317
"z[54,4]",0.31,0.874,-1.163,1.727,1,8564
"z[55,4]",-0.803,0.832,-2.132,0.623,1,6934
"z[56,4]",0.174,0.78,-1.12,1.455,1,8545
"z[57,4]",-1.087,0.846,-2.415,0.364,1,5688
"z[58,4]",-0.307,0.781,-1.587,0.976,1,8662
"z[59,4]",-0.38,0.807,-1.696,0.966,1.001,7679
"z[60,4]",0.342,0.785,-0.962,1.614,1,8414
"z[61,4]",-0.212,0.803,-1.523,1.121,1,8707
"z[62,4]",0.444,0.841,-0.929,1.835,1,7983
"z[63,4]",0.257,0.795,-1.051,1.555,1,8732
"z[64,4]",-0.135,0.796,-1.428,1.16,1.001,8436
"z[65,4]",0.082,0.792,-1.212,1.378,1,8273
"z[66,4]",0.066,0.796,-1.235,1.378,1,8755
"z[67,4]",-0.495,0.942,-2.029,1.068,1,9288
"z[68,4]",-1.596,0.941,-3.06,0.022,1.001,4712
"z[69,4]",0.176,0.807,-1.148,1.506,1,8908
"z[70,4]",-0.804,0.835,-2.129,0.592,1,6216
"z[71,4]",0.202,0.795,-1.103,1.481,1,8551
"z[72,4]",0.023,0.897,-1.442,1.496,1,9177
"z[73,4]",0.053,0.779,-1.244,1.322,1,8565
"z[74,4]",-0.24,0.825,-1.588,1.096,1,8481
"z[75,4]",0.124,0.811,-1.207,1.434,1,9006
"z[76,4]",0.243,0.876,-1.219,1.666,1,8658
"z[77,4]",0.404,0.961,-1.184,1.981,1,9087
"z[78,4]",-0.161,0.887,-1.603,1.342,1,9534
"z[79,4]",0.032,0.888,-1.452,1.49,1,9560
"z[80,4]",0.448,0.804,-0.923,1.72,1.001,8406
"z[81,4]",-0.308,0.833,-1.651,1.078,1,8868
"z[82,4]",-0.496,0.804,-1.793,0.848,1,8713
"z[83,4]",-0.279,0.842,-1.654,1.118,1,9285
"z[84,4]",0.153,0.8,-1.166,1.468,1,8088
"z[85,4]",-0.225,0.795,-1.512,1.074,1,8549
"z[86,4]",0.175,0.871,-1.275,1.611,1,9064
"z[87,4]",-0.5,0.841,-1.873,0.907,1,8497
"z[88,4]",-0.282,0.797,-1.563,1.066,1,9019
"z[89,4]",0.118,0.811,-1.219,1.427,1,9462
"z[90,4]",-0.845,0.898,-2.304,0.656,1.001,8241
"z[91,4]",-0.164,0.957,-1.737,1.393,1.001,9090
"z[92,4]",-0.271,0.776,-1.546,1.011,1,8517
"z[93,4]",0.179,0.804,-1.151,1.48,1,8707
"z[94,4]",-0.098,0.813,-1.431,1.263,1,8192
"z[95,4]",-0.27,0.841,-1.655,1.126,1,9466
"z[96,4]",0.58,0.903,-0.914,2.078,1,8284
"z[97,4]",0.446,0.843,-0.942,1.836,1,8513
"z[98,4]",-0.047,0.907,-1.528,1.437,1,9047
"z[99,4]",0.632,0.822,-0.759,1.93,1,6560
"z[100,4]",-0.994,0.826,-2.298,0.429,1,7386
"z[101,4]",-1.072,0.852,-2.404,0.434,1.001,5515
"z[102,4]",-0,0.792,-1.293,1.311,1,8862
"z[103,4]",-0.228,0.786,-1.485,1.071,1,8835
"z[104,4]",0.076,0.872,-1.362,1.526,1,9370
"z[105,4]",-0.116,0.785,-1.385,1.177,1,8929
"z[106,4]",0.475,0.807,-0.897,1.763,1,7702
"z[107,4]",0.614,0.819,-0.752,1.925,1,7530
"z[108,4]",-0.509,0.846,-1.9,0.909,1,8077
"z[109,4]",-0.239,0.847,-1.604,1.157,1.001,8889
"z[110,4]",0.494,0.831,-0.899,1.823,1,8858
"z[111,4]",0.429,0.884,-1.047,1.857,1,8161
"z[112,4]",0.056,0.875,-1.404,1.495,1,9743
"z[113,4]",0.029,1.01,-1.63,1.702,1.001,9384
"z[114,4]",0.281,0.948,-1.278,1.823,1,9123
"z[115,4]",-0.138,0.957,-1.695,1.425,1,9532
"z[116,4]",0.212,0.968,-1.4,1.795,1,9840
"z[117,4]",-0.072,0.946,-1.596,1.499,1,10150
"z[118,4]",-0.186,0.994,-1.825,1.46,1,9358
"z[119,4]",0.042,0.798,-1.245,1.352,1,8392
"z[120,4]",0.262,0.77,-1.013,1.502,1,8919
"z[121,4]",-0.102,0.81,-1.439,1.219,1.001,8992
"z[122,4]",0.205,0.966,-1.349,1.797,1,9643
"z[123,4]",0.601,0.825,-0.767,1.934,1,7502
"z[124,4]",0.785,0.907,-0.747,2.233,1.001,7613
"z[125,4]",-0.054,0.992,-1.692,1.589,1,9431
"z[126,4]",-1.296,0.861,-2.632,0.204,1.001,5676
"z[127,4]",0.375,0.952,-1.18,1.938,1,9519
"z[128,4]",0.143,0.878,-1.285,1.58,1,9188
"z[129,4]",0.059,0.977,-1.543,1.642,1,9597
"z[130,4]",-0.67,0.817,-1.982,0.713,1.001,7302
"z[131,4]",0.166,0.794,-1.157,1.453,1,8270
"z[132,4]",0.411,0.815,-0.965,1.724,1,8422
"z[133,4]",-1.346,0.922,-2.771,0.258,1.001,5382
"z[134,4]",0.619,0.831,-0.749,1.954,1.001,8014
"z[135,4]",-0.649,0.845,-1.991,0.794,1,7808
"z[136,4]",0.287,0.843,-1.103,1.677,1,8781
"z[137,4]",0.345,0.884,-1.099,1.781,1,9224
"z[138,4]",0.089,0.889,-1.337,1.549,1,9309
"z[139,4]",-0.71,0.856,-2.088,0.728,1,7467
"z[140,4]",0.312,0.848,-1.12,1.69,1,8729
"z[141,4]",0.328,0.951,-1.204,1.922,1,8455
"z[142,4]",0.776,0.839,-0.664,2.092,1.001,7203
"z[143,4]",-0.072,1.001,-1.721,1.557,1,10455
"z[144,4]",-0.092,0.958,-1.677,1.472,1,9239
"z[145,4]",1.818,0.951,0.131,3.262,1.001,4342
"z[146,4]",0.137,0.951,-1.392,1.699,1,9325
"z[147,4]",0.067,0.984,-1.546,1.692,1.001,9645
"z[148,4]",-0.47,0.822,-1.769,0.918,1,8095
"z[149,4]",-0.562,0.861,-1.941,0.879,1,7327
"z[150,4]",-0.452,0.826,-1.795,0.908,1,8315
"z[151,4]",-0.52,0.827,-1.847,0.886,1,7569
"z[152,4]",0.156,0.845,-1.233,1.534,1,9595
"z[153,4]",-0.028,0.883,-1.484,1.398,1,9180
"z[154,4]",-0.176,0.803,-1.479,1.139,1,8826
"z[155,4]",0.797,0.832,-0.621,2.127,1,7147
"z[156,4]",-0.061,0.84,-1.451,1.311,1,9222
"z[157,4]",0.363,0.952,-1.213,1.937,1,9147
"z[158,4]",0.097,0.881,-1.336,1.53,1,9982
"z[159,4]",0.382,0.966,-1.232,1.976,1,8891
"z[160,4]",0.276,0.843,-1.114,1.637,1,8850
"z[161,4]",0.102,0.983,-1.542,1.688,1,9264
"z[162,4]",0.123,0.881,-1.317,1.574,1.001,8314
"z[163,4]",0.382,0.794,-0.944,1.654,1,9009
"z[164,4]",0.805,0.931,-0.745,2.316,1,7672
"z[165,4]",0.404,0.85,-1.004,1.781,1,8995
"z[166,4]",-1.367,0.881,-2.75,0.177,1,4832
"z[167,4]",-0.025,0.976,-1.602,1.594,1,10096
"z[168,4]",-0.037,0.968,-1.625,1.564,1,9243
"z[169,4]",-0.006,0.966,-1.584,1.59,1,9029
"z[170,4]",0.035,0.957,-1.56,1.596,1,9349
"z[171,4]",-0.201,0.895,-1.665,1.272,1,9543
"z[172,4]",0.236,0.937,-1.328,1.743,1,9160
"z[173,4]",0.375,0.916,-1.14,1.865,1,9214
"z[174,4]",-0.085,0.952,-1.658,1.466,1,9323
"z[175,4]",-0.252,0.811,-1.561,1.111,1,8465
"z[176,4]",-0.223,0.808,-1.538,1.118,1,9034
"z[177,4]",0.552,0.812,-0.837,1.854,1,8110
"z[178,4]",0.651,0.843,-0.768,2.016,1.001,7931
"z[179,4]",0.616,0.815,-0.728,1.929,1.001,7748
"z[180,4]",0.084,0.965,-1.518,1.649,1,9101
"z[181,4]",0.285,0.884,-1.162,1.732,1,9336
"z[182,4]",0.87,0.891,-0.651,2.316,1,7929
"z[183,4]",0.676,0.831,-0.749,2.01,1,6974
"z[184,4]",-0.005,0.843,-1.377,1.381,1,8925
"z[185,4]",-0.162,0.789,-1.449,1.142,1,8188
"z[186,4]",-0.668,0.809,-1.977,0.698,1,7859
"z[187,4]",-0.138,0.8,-1.436,1.18,1,8388
"z[188,4]",0.489,0.845,-0.918,1.871,1.001,8451
"z[189,4]",-0.522,0.907,-1.965,1.003,1,9231
"z[190,4]",0.623,0.894,-0.889,2.056,1,9038
"z[191,4]",-0.013,0.993,-1.643,1.596,1,10044
"z[192,4]",0.09,0.993,-1.547,1.73,1,9665
"z[193,4]",-0.153,0.833,-1.521,1.229,1,8746
"z[194,4]",-0.12,0.96,-1.706,1.462,1,9288
"z[195,4]",0.263,0.874,-1.176,1.704,1,9821
"z[196,4]",0.208,0.876,-1.24,1.634,1,9386
"z[197,4]",0.062,0.842,-1.308,1.449,1,8963
"z[198,4]",-0.307,0.767,-1.554,0.972,1,9206
"z[199,4]",-0.111,0.752,-1.336,1.158,1,9206
"z[200,4]",0.278,0.953,-1.286,1.843,1,9447
"z[201,4]",-0.312,0.887,-1.749,1.17,1.001,8892
"z[202,4]",-0.381,0.759,-1.618,0.886,1,8701
"z[203,4]",-0.22,0.762,-1.464,1.028,1,9018
"z[204,4]",0.336,0.904,-1.153,1.809,1,9492
"z[205,4]",-0.15,0.953,-1.679,1.456,1,9352
"z[206,4]",0.391,0.879,-1.058,1.817,1,9199
"z[207,4]",0.076,0.856,-1.348,1.467,1,9656
"z[208,4]",-1.43,0.886,-2.863,0.041,1,7686
"z[209,4]",1.005,0.823,-0.392,2.329,1,7844
"z[210,4]",-0.203,0.856,-1.599,1.2,1,8656
"z[211,4]",-0.266,0.877,-1.691,1.169,1.001,8573
"z[212,4]",-0.499,0.778,-1.767,0.785,1.001,8763
"z[213,4]",0.256,0.954,-1.31,1.857,1,9322
"z[214,4]",0.314,0.913,-1.197,1.821,1,9778
"z[215,4]",-0.093,0.919,-1.612,1.41,1,9456
"z[216,4]",-0.474,0.77,-1.76,0.783,1,9431
"z[217,4]",-0.067,0.866,-1.503,1.364,1,9145
"z[218,4]",-0.71,0.877,-2.138,0.75,1,8023
"z[219,4]",0.141,0.853,-1.28,1.531,1,9181
"z[220,4]",0.403,0.861,-1.012,1.817,1,9104
"z[221,4]",0.058,0.964,-1.533,1.642,1,9632
"z[222,4]",-0.561,0.865,-1.964,0.884,1,9441
"z[223,4]",-0.107,0.81,-1.449,1.211,1,9005
"z[224,4]",0.037,0.96,-1.52,1.608,1,9767
"z[225,4]",1.5,0.793,0.212,2.768,1,6832
"z[226,4]",-0.277,0.847,-1.68,1.115,1.001,8965
"z[227,4]",-0.086,0.821,-1.425,1.267,1,8837
"z[228,4]",0.235,0.919,-1.279,1.749,1,9368
"z[229,4]",-0.029,0.923,-1.577,1.467,1,8532
"z[230,4]",-0.353,0.927,-1.86,1.165,1,9231
"z[231,4]",0.952,0.76,-0.299,2.188,1,8859
"z[232,4]",-0.416,0.76,-1.648,0.855,1,9133
"z[233,4]",-0.965,0.799,-2.233,0.383,1,7036
"z[234,4]",0.172,0.761,-1.113,1.4,1,8874
"z[235,4]",-0.336,0.859,-1.748,1.063,1,9543
"z[236,4]",0.012,0.966,-1.581,1.604,1.001,8738
"z[237,4]",0.703,0.863,-0.729,2.11,1,9290
"z[238,4]",-0.175,0.923,-1.684,1.337,1,9550
"z[239,4]",-0.066,0.866,-1.504,1.353,1,9461
"z[240,4]",0.17,0.926,-1.326,1.708,1,10486
"z[241,4]",-0.712,0.916,-2.204,0.787,1,8326
"z[242,4]",0.062,0.994,-1.572,1.689,1,9586
"z[243,4]",-0.359,0.939,-1.884,1.176,1,8896
"z[244,4]",-0.066,0.85,-1.457,1.339,1,9672
"z[245,4]",-0.057,0.957,-1.643,1.511,1,10193
"z[246,4]",0.477,0.88,-0.969,1.916,1,8878
"z[247,4]",0.468,0.872,-0.97,1.885,1.001,9107
"z[248,4]",-0.107,0.857,-1.495,1.31,1,9145
"z[249,4]",0.267,0.764,-1.009,1.486,1,9780
"z[250,4]",0.001,0.955,-1.565,1.566,1,10558
"z[251,4]",-0.262,0.937,-1.826,1.287,1,9548
"z[252,4]",0.091,0.919,-1.414,1.615,1,9467
"z[253,4]",-0.332,0.915,-1.809,1.185,1,9862
"z[254,4]",0.481,0.879,-0.981,1.911,1,9287
"z[255,4]",-0.324,0.83,-1.668,1.041,1,9154
"z[256,4]",-0.763,0.923,-2.264,0.753,1,9258
"z[257,4]",-1.039,0.945,-2.603,0.512,1,8150
"z[258,4]",0.052,0.946,-1.524,1.602,1,9627
"z[259,4]",0.233,0.946,-1.326,1.786,1.001,9746
"z[260,4]",0.263,0.927,-1.261,1.787,1,9254
"z[261,4]",-0.539,0.921,-2.02,0.981,1,9426
"z[262,4]",0.004,0.86,-1.391,1.405,1,9132
"z[263,4]",-1.985,0.872,-3.395,-0.498,1,6185
"z[264,4]",0.391,0.759,-0.841,1.641,1,9224
"z[265,4]",0.177,0.873,-1.258,1.616,1,9207
"z[266,4]",0.079,0.814,-1.265,1.414,1,9451
"z[267,4]",0.225,0.764,-1.026,1.5,1,8931
"z[268,4]",-0.111,0.993,-1.746,1.514,1.001,9634
"z[269,4]",0.838,0.923,-0.69,2.35,1,8846
"z[270,4]",0.295,0.972,-1.294,1.878,1,9533
"z[271,4]",0.124,0.986,-1.506,1.761,1,9719
"z[272,4]",1.053,0.891,-0.447,2.5,1,7909
"z[273,4]",0.265,0.861,-1.148,1.677,1,9318
"z[274,4]",-0.114,0.91,-1.609,1.386,1,8981
"z[275,4]",-0.333,0.959,-1.884,1.234,1,9462
"z[276,4]",0.714,0.861,-0.699,2.122,1,8784
"z[277,4]",0.106,0.866,-1.311,1.536,1,9841
"z[278,4]",-0.363,0.748,-1.572,0.851,1,8869
"z[279,4]",-0.108,0.861,-1.518,1.313,1,8911
"z[280,4]",0.253,0.963,-1.342,1.799,1.001,9351
"z[281,4]",-0.157,0.825,-1.511,1.234,1,8736
"z[282,4]",0.099,0.961,-1.46,1.683,1,10107
"z[283,4]",-1.442,0.775,-2.677,-0.118,1,7673
"z[284,4]",1.185,0.782,-0.153,2.439,1.001,6594
"z[285,4]",-0.223,0.755,-1.468,1.008,1.001,9212
"z[286,4]",0.404,0.758,-0.843,1.62,1,8472
"z[287,4]",-0.336,0.905,-1.813,1.146,1.001,9518
"z[288,4]",0.395,0.929,-1.146,1.9,1,8504
"z[289,4]",0.11,0.856,-1.308,1.487,1,9376
"z[290,4]",-0.298,0.815,-1.64,1.021,1,9156
"z[291,4]",0.038,0.991,-1.59,1.665,1,9467
"z[292,4]",0.19,0.914,-1.306,1.708,1,8553
"z[293,4]",0.028,0.849,-1.366,1.41,1,9296
"z[294,4]",-0.527,0.968,-2.127,1.04,1,9161
"z[295,4]",-0.127,0.784,-1.425,1.16,1,9797
"z[296,4]",0.139,0.881,-1.317,1.59,1.001,8944
"z[297,4]",0.456,0.79,-0.866,1.728,1,8695
"z[298,4]",0.059,0.784,-1.23,1.341,1,9571
"z[299,4]",0.16,0.759,-1.102,1.383,1,8316
"z[300,4]",0.178,0.968,-1.419,1.746,1,9233
"z[301,4]",-0.126,1.001,-1.774,1.475,1,9224
"z[302,4]",0.075,0.993,-1.557,1.721,1,9499
"z[303,4]",0.367,0.866,-1.075,1.778,1,8807
"z[304,4]",0.208,0.817,-1.14,1.552,1,8590
"z[305,4]",0.359,0.765,-0.886,1.626,1,8910
"z[306,4]",-0.361,0.874,-1.779,1.075,1,9594
"z[307,4]",0.302,0.97,-1.278,1.908,1,9118
"z[308,4]",-0.583,0.868,-1.996,0.867,1,8873
"z[309,4]",-0.628,0.763,-1.856,0.651,1,8425
"z[310,4]",-0.188,0.768,-1.43,1.093,1.001,8235
"z[311,4]",-0.529,0.776,-1.804,0.758,1,8371
"z[312,4]",0.564,0.865,-0.851,1.957,1,9165
"z[313,4]",-0.08,0.867,-1.489,1.342,1,8816
"z[314,4]",-0.569,0.881,-2.001,0.902,1.001,9031
"z[315,4]",-0.464,0.924,-1.966,1.061,1,9462
"z[316,4]",0.034,0.962,-1.549,1.601,1,9575
"z[317,4]",0.233,0.927,-1.26,1.727,1,8850
"z[318,4]",0.032,0.949,-1.543,1.602,1,8986
"z[319,4]",0.148,0.888,-1.311,1.598,1,9844
"z[320,4]",0.29,0.961,-1.313,1.881,1,9879
"z[321,4]",-0.05,0.832,-1.408,1.313,1,9038
