parameter,mean,sd,q05,q95,rhat,ess
"z[361,1]",0.153,0.402,-0.504,0.807,1,7936
"z[362,1]",0.771,0.525,-0.082,1.631,1.001,8955
"z[363,1]",1.272,0.452,0.53,2.009,1,8184
"z[364,1]",-0.297,0.521,-1.161,0.558,1,9258
"z[365,1]",-1.58,0.412,-2.249,-0.892,1.001,7246
"z[366,1]",0.596,0.437,-0.148,1.295,1,6434
"z[367,1]",0.126,0.408,-0.541,0.793,1,7915
"z[368,1]",-0.038,0.462,-0.794,0.718,1.001,8011
"z[369,1]",-1.509,0.408,-2.174,-0.834,1,8127
"z[370,1]",-0.183,0.458,-0.936,0.559,1,8942
"z[371,1]",0.201,0.423,-0.497,0.893,1,6571
"z[372,1]",0.28,0.656,-0.793,1.348,1,8881
"z[373,1]",-0.772,0.44,-1.505,-0.051,1,7563
"z[374,1]",-0.508,0.408,-1.18,0.16,1,8512
"z[375,1]",0.166,0.414,-0.515,0.848,1,8014
"z[376,1]",0.254,0.444,-0.479,0.986,1,7360
"z[377,1]",0.879,0.433,0.175,1.591,1,8789
"z[378,1]",0.734,0.466,-0.027,1.502,1,8460
"z[379,1]",-1.399,0.441,-2.123,-0.682,1,7795
"z[380,1]",-1.071,0.442,-1.797,-0.355,1,6968
"z[381,1]",-1.558,0.461,-2.325,-0.794,1,6905
"z[382,1]",0.365,0.414,-0.303,1.051,1,7356
"z[383,1]",1.055,0.429,0.343,1.768,1,8076
"z[384,1]",-0.297,0.456,-1.059,0.456,1,8027
"z[385,1]",-1.325,0.435,-2.027,-0.614,1,8073
"z[386,1]",-0.816,0.417,-1.514,-0.119,1,8864
"z[387,1]",0.462,0.413,-0.211,1.134,1.001,8629
"z[388,1]",1.331,0.455,0.572,2.074,1,8733
"z[389,1]",-1.41,0.427,-2.135,-0.744,1,5844
"z[390,1]",-0.801,0.417,-1.5,-0.127,1,7536
"z[391,1]",-0.496,0.438,-1.214,0.208,1,8103
"z[392,1]",-0.13,0.422,-0.813,0.565,1.001,7046
"z[393,1]",-1.964,0.413,-2.649,-1.282,1,8105
"z[394,1]",1.396,0.404,0.729,2.056,1,8039
"z[395,1]",-0.167,0.519,-1.012,0.686,1.001,8528
"z[396,1]",0.971,0.461,0.217,1.726,1,8038
"z[397,1]",0.004,0.466,-0.754,0.758,1,8179
"z[398,1]",-0.068,0.456,-0.816,0.665,1,9374
"z[399,1]",1.447,0.527,0.567,2.318,1.001,8737
"z[400,1]",-0.607,0.455,-1.354,0.143,1.001,8083
"z[401,1]",1.387,0.529,0.508,2.248,1,9087
"z[402,1]",-1.925,0.427,-2.638,-1.226,1,8132
"z[403,1]",-0.894,0.532,-1.778,-0.02,1,8691
"z[404,1]",0.52,0.461,-0.238,1.278,1.001,7941
"z[405,1]",-0.842,0.47,-1.603,-0.071,1.001,8147
"z[406,1]",0.853,0.423,0.152,1.554,1,7758
"z[407,1]",0.22,0.525,-0.634,1.097,1,8408
"z[408,1]",-0.526,0.454,-1.27,0.215,1,9037
"z[409,1]",-1.784,0.465,-2.564,-1.014,1,8274
"z[410,1]",-0.199,0.471,-0.978,0.57,1,8388
"z[411,1]",0.577,0.516,-0.268,1.418,1,8904
"z[412,1]",0.207,0.483,-0.579,1.009,1,8702
"z[413,1]",-0.591,0.514,-1.445,0.241,1,9492
"z[414,1]",0.102,0.404,-0.557,0.766,1,6123
"z[415,1]",-0.055,0.538,-0.937,0.843,1,9089
"z[416,1]",0.339,0.407,-0.316,1.011,1,8106
"z[417,1]",-1.732,0.407,-2.4,-1.061,1,6880
"z[418,1]",-0.384,0.422,-1.077,0.308,1,8694
"z[419,1]",-0.81,0.471,-1.585,-0.04,1,8786
"z[420,1]",1.057,0.513,0.216,1.907,1,9055
"z[421,1]",0.396,0.464,-0.355,1.156,1.001,8138
"z[422,1]",0.693,0.409,0.026,1.372,1.001,6215
"z[423,1]",0.631,0.404,-0.036,1.288,1,8068
"z[424,1]",0.839,0.403,0.177,1.496,1.001,6679
"z[425,1]",-0.244,0.397,-0.894,0.403,1,7533
"z[426,1]",0.78,0.424,0.07,1.474,1,7513
"z[427,1]",0.484,0.457,-0.26,1.227,1.001,9184
"z[428,1]",1.382,0.52,0.546,2.242,1,8931
"z[429,1]",-1.305,0.45,-2.046,-0.568,1,6118
"z[430,1]",-0.972,0.411,-1.641,-0.295,1,8286
"z[431,1]",0.314,0.533,-0.555,1.181,1,8967
"z[432,1]",0.139,0.421,-0.545,0.831,1,6477
"z[433,1]",0.772,0.458,0.013,1.517,1,8607
"z[434,1]",0.43,0.411,-0.252,1.105,1,6900
"z[435,1]",0.305,0.533,-0.574,1.17,1,8390
"z[436,1]",0.808,0.438,0.094,1.529,1.001,8497
"z[437,1]",-0.191,0.429,-0.908,0.511,1,7587
"z[438,1]",-0.41,0.419,-1.093,0.273,1,8611
"z[439,1]",-0.286,0.486,-1.079,0.518,1,7396
"z[440,1]",-0.226,0.455,-0.974,0.519,1,8963
"z[441,1]",-0.318,0.448,-1.051,0.429,1,8575
"z[442,1]",-1.396,0.533,-2.266,-0.522,1,8888
"z[443,1]",1.527,0.525,0.673,2.409,1,9256
"z[444,1]",-0.489,0.456,-1.251,0.255,1,8553
"z[445,1]",-1.71,0.415,-2.395,-1.026,1,6605
"z[446,1]",-0.279,0.45,-1.015,0.469,1,7951
"z[447,1]",-0.619,0.428,-1.326,0.078,1,8142
"z[448,1]",0.298,0.464,-0.459,1.077,1.001,6814
"z[449,1]",0.378,0.455,-0.357,1.128,1,7467
"z[450,1]",-0.341,0.532,-1.209,0.523,1.001,9674
"z[451,1]",0.814,0.401,0.145,1.475,1,7895
"z[452,1]",0.577,0.444,-0.144,1.304,1,7679
"z[453,1]",0.075,0.462,-0.703,0.824,1.001,8717
"z[454,1]",1.54,0.458,0.766,2.283,1.001,5405
"z[455,1]",-0.202,0.437,-0.933,0.513,1,5890
"z[456,1]",-0.911,0.423,-1.621,-0.233,1,7321
"z[457,1]",-1.498,0.447,-2.233,-0.758,1,6348
"z[458,1]",-0.398,0.407,-1.063,0.275,1,7549
"z[459,1]",-1.985,0.522,-2.83,-1.126,1,8914
"z[460,1]",-0.142,0.481,-0.942,0.63,1,7610
"z[461,1]",-0.06,0.414,-0.728,0.621,1,8290
"z[462,1]",-0.914,0.403,-1.599,-0.255,1,7747
"z[463,1]",0.056,0.483,-0.738,0.866,1,8545
"z[464,1]",1.07,0.421,0.366,1.761,1,8081
"z[465,1]",0.052,0.467,-0.706,0.835,1,7020
"z[466,1]",-0.889,0.458,-1.644,-0.138,1,8713
"z[467,1]",-0.051,0.408,-0.715,0.636,1,7375
"z[468,1]",-0.366,0.434,-1.081,0.356,1,8642
"z[469,1]",1.04,0.457,0.289,1.786,1,7849
"z[470,1]",0.882,0.529,0.004,1.737,1,9047
"z[471,1]",0.297,0.456,-0.442,1.052,1,9050
"z[472,1]",0.877,0.527,0.004,1.737,1,9180
"z[473,1]",0.792,0.522,-0.07,1.648,1,8811
"z[474,1]",-1.938,0.521,-2.793,-1.08,1,8406
"z[475,1]",-1.503,0.486,-2.289,-0.698,1,7548
"z[476,1]",1.802,0.466,1.035,2.558,1,8322
"z[477,1]",-0.53,0.53,-1.409,0.353,1,8180
"z[478,1]",0.176,0.466,-0.603,0.939,1,8287
"z[479,1]",0.476,0.465,-0.284,1.237,1,8045
"z[480,1]",-0.813,0.419,-1.505,-0.126,1,8715
"z[481,1]",-0.76,0.458,-1.515,-0.009,1,6509
"z[482,1]",-1.22,0.419,-1.892,-0.534,1,6204
"z[483,1]",-1.308,0.41,-1.973,-0.619,1,7211
"z[484,1]",-0.301,0.407,-0.963,0.37,1,6818
"z[485,1]",0.923,0.527,0.053,1.791,1,9051
"z[486,1]",-0.029,0.531,-0.912,0.83,1.001,8337
"z[487,1]",1.536,0.408,0.87,2.208,1,8868
"z[488,1]",0.832,0.435,0.114,1.542,1,7814
"z[489,1]",-1.324,0.543,-2.201,-0.414,1,7786
"z[490,1]",-1.299,0.457,-2.072,-0.551,1,8550
"z[491,1]",-1.655,0.437,-2.388,-0.934,1,8284
"z[492,1]",1.19,0.469,0.422,1.958,1,8196
"z[493,1]",-1.382,0.557,-2.284,-0.457,1,5005
"z[494,1]",-0.919,0.413,-1.603,-0.225,1,8210
"z[495,1]",0.609,0.467,-0.17,1.371,1,5698
"z[496,1]",-1.095,0.432,-1.803,-0.389,1.001,8072
"z[497,1]",1.653,0.468,0.886,2.418,1,8060
"z[498,1]",0.999,0.463,0.243,1.772,1,9037
"z[499,1]",-0.212,0.458,-0.961,0.546,1,8881
"z[500,1]",-1.009,0.46,-1.761,-0.26,1,8412
"z[501,1]",-1.83,0.416,-2.505,-1.15,1,7533
"z[502,1]",-0.722,0.431,-1.418,-0.007,1,6387
"z[503,1]",0.38,0.44,-0.338,1.111,1,7976
"z[504,1]",2.125,0.459,1.378,2.891,1.001,9047
"z[505,1]",-0.716,0.43,-1.418,-0.012,1,6295
"z[506,1]",0.252,0.522,-0.603,1.118,1,8714
"z[507,1]",-0.656,0.401,-1.318,0.001,1,7079
"z[508,1]",-0.893,0.405,-1.548,-0.214,1,7052
"z[509,1]",-0.239,0.462,-0.984,0.52,1,9087
"z[510,1]",-0.19,0.455,-0.946,0.574,1,9240
"z[511,1]",0.341,0.465,-0.409,1.093,1,9248
"z[512,1]",-0.464,0.432,-1.179,0.259,1,7998
"z[513,1]",-0.922,0.465,-1.694,-0.16,1,8413
"z[514,1]",1.227,0.53,0.35,2.103,1,8722
"z[515,1]",0.151,0.532,-0.716,1.026,1,9345
"z[516,1]",0.255,0.462,-0.514,1.014,1,8827
"z[517,1]",1.265,0.529,0.394,2.137,1,8808
"z[518,1]",0.068,0.452,-0.664,0.815,1.001,8036
"z[519,1]",-1.053,0.458,-1.808,-0.309,1,9068
"z[520,1]",-0.955,0.463,-1.725,-0.207,1,8526
"z[521,1]",-0.575,0.442,-1.303,0.151,1,8514
"z[522,1]",0.63,0.505,-0.207,1.448,1,7896
"z[523,1]",-1.268,0.499,-2.103,-0.45,1,8565
"z[524,1]",0.538,0.462,-0.22,1.3,1,7154
"z[525,1]",-2.011,0.526,-2.867,-1.137,1,6954
"z[526,1]",1.457,0.529,0.585,2.331,1,7788
"z[527,1]",0.293,0.441,-0.426,1.019,1,7121
"z[528,1]",0.17,0.453,-0.567,0.917,1,7331
"z[529,1]",-1.199,0.511,-2.037,-0.351,1,6311
"z[530,1]",-0.774,0.54,-1.665,0.112,1,6796
"z[531,1]",-0.402,0.494,-1.206,0.409,1,8470
"z[532,1]",-0.263,0.448,-1.01,0.476,1,7437
"z[533,1]",-1.262,0.454,-2.029,-0.534,1,7356
"z[534,1]",-0.579,0.48,-1.368,0.204,1,5988
"z[535,1]",0.591,0.473,-0.173,1.36,1,6692
"z[536,1]",-0.94,0.486,-1.731,-0.118,1,3421
"z[537,1]",0.278,0.488,-0.52,1.075,1,7699
"z[538,1]",0.351,0.497,-0.455,1.158,1,7078
"z[539,1]",1.239,0.478,0.462,2.023,1,6579
"z[540,1]",-0.362,0.456,-1.133,0.368,1.001,7669
"z[541,1]",0.644,0.455,-0.096,1.407,1,7643
"z[542,1]",0.99,0.452,0.25,1.734,1,7311
"z[543,1]",-0.171,0.523,-1.029,0.684,1,7886
"z[544,1]",-0.107,0.494,-0.902,0.709,1,7793
"z[545,1]",1.066,0.515,0.22,1.916,1,7646
"z[546,1]",-0.032,0.457,-0.789,0.724,1,7476
"z[547,1]",1.034,0.491,0.233,1.84,1.001,7251
"z[548,1]",-0.309,0.494,-1.123,0.495,1.001,4027
"z[549,1]",1.023,0.497,0.209,1.849,1,4896
"z[550,1]",1.044,0.52,0.206,1.921,1,7264
"z[551,1]",-0.582,0.459,-1.345,0.171,1,8248
"z[552,1]",-0.197,0.464,-0.967,0.554,1,8150
"z[553,1]",0.879,0.451,0.148,1.624,1,7919
"z[554,1]",-0.233,0.516,-1.073,0.627,1,7329
"z[555,1]",0.015,0.458,-0.741,0.764,1,7389
"z[556,1]",0.834,0.443,0.105,1.57,1,7784
"z[557,1]",0.068,0.456,-0.67,0.84,1,6571
"z[558,1]",0.308,0.547,-0.601,1.212,1,5729
"z[559,1]",-0.084,0.489,-0.883,0.732,1,7703
"z[560,1]",-0.388,0.499,-1.208,0.444,1,7953
"z[561,1]",1.392,0.52,0.521,2.225,1.001,6269
"z[562,1]",-0.432,0.449,-1.175,0.307,1,7877
"z[563,1]",0.526,0.458,-0.232,1.269,1,7544
"z[564,1]",1.46,0.456,0.721,2.214,1,7053
"z[565,1]",0.583,0.498,-0.239,1.392,1,8165
"z[566,1]",-0.529,0.44,-1.255,0.189,1.001,7634
"z[567,1]",-0.739,0.453,-1.478,-0.005,1,7077
"z[568,1]",0.777,0.488,-0.016,1.593,1,5598
"z[569,1]",0.357,0.49,-0.431,1.171,1,6904
"z[570,1]",0.122,0.453,-0.617,0.871,1,7192
"z[571,1]",1.346,0.517,0.493,2.185,1,7249
"z[572,1]",0.408,0.497,-0.41,1.24,1,7010
"z[573,1]",-0.488,0.446,-1.228,0.252,1,7496
"z[574,1]",-1.108,0.471,-1.89,-0.335,1,7487
"z[575,1]",1.611,0.513,0.773,2.452,1,7289
"z[576,1]",0.504,0.479,-0.291,1.289,1,7821
"z[577,1]",-1.089,0.461,-1.865,-0.338,1.001,7939
"z[578,1]",1.527,0.477,0.743,2.309,1,7026
"z[579,1]",-0.76,0.513,-1.577,0.092,1.001,7165
"z[580,1]",0.551,0.48,-0.248,1.317,1,6291
"z[581,1]",-0.253,0.48,-1.044,0.538,1,5573
"z[582,1]",-0.374,0.457,-1.128,0.365,1,8056
"z[583,1]",0.238,0.496,-0.573,1.034,1,6443
"z[584,1]",0.476,0.493,-0.337,1.285,1,7891
"z[585,1]",-1.205,0.467,-1.971,-0.449,1,6042
"z[586,1]",-0.882,0.505,-1.707,-0.048,1,7958
"z[587,1]",-0.273,0.519,-1.137,0.569,1.001,7589
"z[588,1]",-0.536,0.463,-1.308,0.209,1,7183
"z[589,1]",-1.178,0.452,-1.92,-0.443,1,6777
"z[590,1]",0.331,0.466,-0.429,1.097,1,7576
"z[591,1]",-0.674,0.49,-1.479,0.127,1,7246
"z[592,1]",0.221,0.471,-0.553,0.988,1,3991
"z[593,1]",0.379,0.475,-0.406,1.166,1,7752
"z[594,1]",0.612,0.439,-0.113,1.322,1,8095
"z[595,1]",1.248,0.512,0.413,2.084,1,7208
"z[596,1]",0.045,0.489,-0.744,0.846,1.001,7017
"z[597,1]",1.676,0.455,0.94,2.438,1,7479
"z[598,1]",-0.448,0.453,-1.208,0.3,1,8152
"z[599,1]",0.621,0.507,-0.216,1.461,1.001,7409
"z[600,1]",-0.954,0.5,-1.78,-0.139,1,8532
"z[601,1]",-1.301,0.525,-2.161,-0.439,1,7535
"z[602,1]",1.685,0.514,0.853,2.541,1,7654
"z[603,1]",-0.897,0.493,-1.706,-0.084,1,6284
"z[604,1]",-0.228,0.445,-0.966,0.497,1,7742
"z[605,1]",-1.104,0.456,-1.841,-0.355,1.001,7475
"z[606,1]",0.889,0.458,0.134,1.636,1,7913
"z[607,1]",-0.181,0.513,-1.056,0.638,1,3679
"z[608,1]",0.647,0.46,-0.115,1.406,1,7879
"z[609,1]",-0.519,0.513,-1.362,0.327,1,7715
"z[610,1]",0.784,0.662,-0.307,1.853,1,7510
"z[611,1]",1.292,0.513,0.453,2.137,1,8067
"z[612,1]",0.086,0.518,-0.768,0.938,1,7429
"z[613,1]",-0.054,0.481,-0.841,0.729,1,5931
"z[614,1]",1.215,0.475,0.429,2.002,1,6379
"z[615,1]",0.642,0.513,-0.184,1.493,1,8025
"z[616,1]",-1.009,0.473,-1.788,-0.228,1,7184
"z[617,1]",-0.686,0.458,-1.442,0.063,1.001,7916
"z[618,1]",0.553,0.455,-0.185,1.311,1,6853
"z[619,1]",1.911,0.544,1.018,2.801,1,6454
"z[620,1]",0.213,0.503,-0.616,1.03,1,8027
"z[621,1]",0.011,0.492,-0.793,0.826,1,5969
"z[622,1]",0.857,0.505,0.03,1.677,1,7693
"z[623,1]",0.203,0.467,-0.587,0.958,1,7667
"z[624,1]",-1.046,0.46,-1.8,-0.298,1,8129
"z[625,1]",0.902,0.517,0.056,1.757,1,8086
"z[626,1]",-0.854,0.51,-1.68,-0.008,1,6118
"z[627,1]",0.36,0.488,-0.422,1.185,1,5124
"z[628,1]",-1.194,0.492,-2.01,-0.398,1,3409
"z[629,1]",1.248,0.511,0.419,2.103,1,7322
"z[630,1]",-0.09,0.596,-1.054,0.893,1,8164
"z[631,1]",-1.081,0.598,-2.059,-0.088,1,8097
"z[632,1]",1.078,0.517,0.23,1.936,1,7149
"z[633,1]",-0.978,0.499,-1.798,-0.156,1,7300
"z[634,1]",1.025,0.462,0.271,1.788,1,7784
"z[635,1]",-1.812,0.475,-2.608,-1.046,1,6408
"z[636,1]",-0.205,0.454,-0.945,0.545,1.001,6912
"z[637,1]",-1.805,0.477,-2.613,-1.049,1.001,6999
"z[638,1]",0.294,0.488,-0.512,1.106,1.001,7707
"z[639,1]",0.531,0.502,-0.301,1.343,1,8259
"z[640,1]",0.534,0.477,-0.257,1.321,1,7021
"z[641,1]",-0.478,0.495,-1.294,0.318,1,6193
"z[642,1]",-0.073,0.52,-0.929,0.793,1,7306
"z[643,1]",0.823,0.466,0.044,1.582,1,6966
"z[644,1]",-1.773,0.533,-2.642,-0.895,1,8134
"z[645,1]",-0.296,0.481,-1.087,0.478,1,5380
"z[646,1]",-0.005,0.499,-0.827,0.823,1,7869
"z[647,1]",-0.614,0.538,-1.481,0.281,1,6943
"z[648,1]",0.206,0.456,-0.547,0.955,1,6245
"z[649,1]",-0.471,0.483,-1.254,0.326,1,5291
"z[650,1]",1.436,0.604,0.453,2.425,1,8029
"z[651,1]",0.153,0.523,-0.711,1.013,1,8217
"z[652,1]",-0.467,0.453,-1.204,0.275,1,6612
"z[653,1]",-0.483,0.517,-1.333,0.369,1.001,7910
"z[654,1]",-1.586,0.505,-2.418,-0.748,1,3760
"z[655,1]",-0.798,0.513,-1.642,0.056,1,5630
"z[656,1]",0.38,0.528,-0.495,1.245,1,6835
"z[657,1]",-1.228,0.526,-2.102,-0.369,1,7283
"z[658,1]",-0.121,0.455,-0.864,0.621,1,7934
"z[659,1]",-1.845,0.472,-2.623,-1.066,1,7846
"z[660,1]",-1.038,0.509,-1.89,-0.217,1,8337
"z[661,1]",-0.733,0.477,-1.505,0.054,1,6742
"z[662,1]",0.605,0.465,-0.157,1.363,1.001,8074
"z[663,1]",-0.689,0.505,-1.528,0.133,1,8208
"z[1,2]",0.071,0.78,-1.187,1.371,1.002,3533
"z[2,2]",-0.549,0.834,-1.849,0.902,1.001,1708
"z[3,2]",-0.619,0.871,-1.995,0.852,1.001,2839
"z[4,2]",0.398,0.844,-0.965,1.816,1.003,2976
"z[5,2]",0.156,0.908,-1.365,1.632,1.003,930
"z[6,2]",-0.253,0.785,-1.554,1.059,1.001,8165
"z[7,2]",-0.009,0.949,-1.603,1.522,1,3265
"z[8,2]",-0.081,0.957,-1.627,1.504,1.001,4702
"z[9,2]",2.063,1.324,-0.396,3.922,1.003,536
"z[10,2]",-0.194,0.814,-1.543,1.133,1,6718
"z[11,2]",0.27,0.875,-1.127,1.738,1.003,1744
"z[12,2]",-1.003,0.948,-2.441,0.673,1.005,1496
"z[13,2]",0.532,0.911,-0.977,2.003,1,4096
"z[14,2]",0.358,0.871,-1.082,1.793,1.001,3885
"z[15,2]",-0.271,0.876,-1.673,1.222,1,4244
"z[16,2]",0.007,0.887,-1.397,1.494,1.002,1681
"z[17,2]",0.32,1.026,-1.4,1.958,1.003,1381
"z[18,2]",-0.501,1.097,-2.28,1.326,1.007,930
"z[19,2]",0.886,0.958,-0.842,2.362,1.002,1786
"z[20,2]",0.24,0.95,-1.37,1.749,1.001,3410
"z[21,2]",-0.13,0.947,-1.677,1.445,1,6582
"z[22,2]",0.063,0.978,-1.578,1.649,1.002,1692
"z[23,2]",-0.027,0.875,-1.499,1.363,1,4464
"z[24,2]",0.106,0.81,-1.2,1.46,1.002,2095
"z[25,2]",-0.725,1.157,-2.547,1.252,1.007,522
"z[26,2]",0.012,0.836,-1.398,1.361,1,5325
"z[27,2]",0.368,0.833,-1.006,1.749,1.001,4805
"z[28,2]",0.35,0.908,-1.13,1.833,1.001,2906
"z[29,2]",0.291,0.947,-1.296,1.793,1.001,3252
"z[30,2]",-0.038,0.895,-1.524,1.457,1.005,1201
"z[31,2]",-0.601,0.817,-1.882,0.792,1.001,1960
"z[32,2]",-0.026,0.873,-1.433,1.433,1.001,4256
"z[33,2]",-0.139,0.838,-1.518,1.219,1.001,7777
"z[34,2]",0.318,1.017,-1.364,1.941,1.003,1675
"z[35,2]",0.616,0.818,-0.773,1.905,1.002,2590
"z[36,2]",0.359,0.961,-1.231,1.911,1.001,2517
"z[37,2]",0.315,0.802,-1.011,1.607,1.002,4672
"z[38,2]",0.178,0.984,-1.484,1.756,1.007,760
"z[39,2]",-0.689,0.919,-2.105,0.893,1.004,1019
"z[40,2]",0.097,0.785,-1.195,1.375,1,8176
"z[41,2]",-0.149,0.865,-1.598,1.246,1.004,1644
"z[42,2]",-0.524,0.825,-1.821,0.85,1.001,2934
"z[43,2]",0.724,0.892,-0.821,2.117,1.001,1894
"z[44,2]",-0.082,0.904,-1.576,1.429,1.001,8623
"z[45,2]",-0.034,0.93,-1.55,1.489,1,8897
"z[46,2]",-0.374,0.831,-1.681,1.055,1.001,2949
"z[47,2]",1.257,1.057,-0.612,2.829,1.001,1192
"z[48,2]",-0.47,0.887,-1.9,1.006,1.001,3995
"z[49,2]",0.805,1.003,-0.962,2.355,1.006,608
"z[50,2]",0.118,0.764,-1.134,1.385,1.001,8131
"z[51,2]",-0.552,0.828,-1.888,0.833,1.002,3084
"z[52,2]",0.134,0.867,-1.329,1.548,1.001,3775
"z[53,2]",-0.087,0.798,-1.361,1.279,1,4281
"z[54,2]",-0.492,0.859,-1.876,0.946,1,4279
"z[55,2]",0.203,0.863,-1.299,1.552,1.001,3046
"z[56,2]",-0.254,0.778,-1.522,1.038,1,7039
"z[57,2]",0.783,0.887,-0.77,2.134,1.003,1704
"z[58,2]",0.172,0.806,-1.189,1.462,1.002,2020
"z[59,2]",0.293,0.795,-1.063,1.551,1,5071
"z[60,2]",-0.08,0.82,-1.391,1.277,1.003,2143
"z[61,2]",0.113,0.823,-1.209,1.465,1.002,2228
"z[62,2]",0.277,0.844,-1.129,1.656,1,4871
"z[63,2]",-0.045,0.796,-1.309,1.31,1.002,3206
"z[64,2]",-0.014,0.98,-1.62,1.591,1.006,704
"z[65,2]",-0.551,0.839,-1.849,0.921,1.001,1557
"z[66,2]",-0.247,0.884,-1.667,1.231,1.003,901
"z[67,2]",0.32,0.906,-1.186,1.781,1,5285
"z[68,2]",1.121,1.057,-0.779,2.698,1.002,1428
"z[69,2]",-0.492,0.804,-1.787,0.856,1,3395
"z[70,2]",1.056,0.884,-0.496,2.414,1.001,1708
"z[71,2]",-0.085,0.81,-1.371,1.283,1.002,1942
"z[72,2]",-0.006,0.919,-1.455,1.533,1.002,1596
"z[73,2]",0.074,0.773,-1.214,1.329,1,7686
"z[74,2]",0.432,0.977,-1.219,2.032,1.006,824
"z[75,2]",0.878,1.154,-1.129,2.67,1.007,461
"z[76,2]",-0.258,0.892,-1.738,1.181,1.002,2834
"z[77,2]",0.017,0.948,-1.545,1.573,1.001,4901
"z[78,2]",0.551,1.04,-1.236,2.171,1.006,729
"z[79,2]",-0.166,0.886,-1.638,1.254,1.002,2305
"z[80,2]",0.014,0.808,-1.298,1.352,1,5816
"z[81,2]",0.194,0.831,-1.194,1.547,1,5877
"z[82,2]",0.23,1.102,-1.582,2.033,1.008,503
"z[83,2]",0.068,0.833,-1.326,1.433,1.001,3952
"z[84,2]",0.054,0.799,-1.223,1.379,1,3350
"z[85,2]",0.02,0.896,-1.438,1.49,1.004,962
"z[86,2]",0.092,0.859,-1.303,1.487,1.001,6959
"z[87,2]",0.005,0.869,-1.43,1.421,1.003,1772
"z[88,2]",0.56,0.844,-0.833,1.919,1.002,2575
"z[89,2]",0.018,0.779,-1.279,1.279,1,6735
"z[90,2]",0.285,0.926,-1.279,1.804,1.002,2305
"z[91,2]",0.24,0.943,-1.321,1.772,1,4070
"z[92,2]",-0.03,0.779,-1.329,1.243,1.001,7225
"z[93,2]",-0.403,0.777,-1.667,0.908,1,5780
"z[94,2]",-0.445,0.88,-1.831,1.005,1.003,1142
"z[95,2]",0.141,0.806,-1.201,1.414,1.001,4187
"z[96,2]",-0.098,0.932,-1.632,1.426,1.003,1916
"z[97,2]",-0.409,0.89,-1.853,1.05,1.003,1781
"z[98,2]",0.284,0.849,-1.11,1.679,1.001,7652
"z[99,2]",-0.574,0.866,-1.942,0.914,1.001,1652
"z[100,2]",0.873,0.942,-0.769,2.333,1.003,1513
"z[101,2]",0.772,0.925,-0.861,2.22,1.004,1834
"z[102,2]",0.113,0.775,-1.148,1.377,1.001,5328
"z[103,2]",-0.072,0.785,-1.335,1.217,1.001,5149
"z[104,2]",-0.267,0.85,-1.628,1.162,1,4130
"z[105,2]",0.305,0.784,-1.008,1.584,1.001,7248
"z[106,2]",-0.709,0.839,-1.999,0.729,1.001,1575
"z[107,2]",-0.694,0.817,-1.991,0.7,1.001,3138
"z[108,2]",0.296,0.978,-1.326,1.898,1.005,1023
"z[109,2]",-0.349,0.85,-1.731,1.079,1.002,2380
"z[110,2]",-0.666,0.827,-2.013,0.689,1.001,2953
"z[111,2]",-0.173,0.88,-1.584,1.308,1,4052
"z[112,2]",-0.153,0.875,-1.629,1.238,1.001,3900
"z[113,2]",0.12,0.961,-1.493,1.69,1.001,4438
"z[114,2]",-0.034,0.924,-1.54,1.486,1.001,5752
"z[115,2]",0.129,0.903,-1.358,1.61,1.001,8778
"z[116,2]",-0.082,0.995,-1.673,1.579,1.003,1725
"z[117,2]",-0.018,0.916,-1.532,1.464,1,6555
"z[118,2]",-0.071,0.966,-1.624,1.523,1.001,3385
"z[119,2]",-0.098,0.845,-1.452,1.316,1.002,1686
"z[120,2]",0.034,0.781,-1.221,1.335,1.002,3268
"z[121,2]",-0.431,0.806,-1.728,0.903,1,5315
"z[122,2]",-0.353,0.927,-1.849,1.192,1,7162
"z[123,2]",-0.612,0.829,-1.912,0.804,1.001,3043
"z[124,2]",-0.671,0.92,-2.131,0.919,1.001,2339
"z[125,2]",0.189,1.041,-1.538,1.856,1.002,1310
"z[126,2]",0.76,0.942,-0.913,2.197,1.001,1673
"z[127,2]",-0.254,0.919,-1.77,1.253,1,7160
"z[128,2]",0.245,0.923,-1.223,1.79,1.003,1926
"z[129,2]",0.138,0.934,-1.379,1.67,1.001,5501
"z[130,2]",-0.307,0.947,-1.844,1.276,1.007,939
"z[131,2]",-0.245,0.774,-1.505,1.043,1.001,6552
"z[132,2]",-0.595,0.798,-1.872,0.746,1,4001
"z[133,2]",0.983,0.995,-0.804,2.475,1.001,1558
"z[134,2]",-0.354,0.816,-1.686,1.016,1.001,4066
"z[135,2]",0.828,1.066,-1.009,2.473,1.006,602
"z[136,2]",-0.044,0.813,-1.382,1.302,1,6332
"z[137,2]",-0.477,0.867,-1.868,0.984,1,6168
"z[138,2]",-0.16,0.918,-1.723,1.29,1.002,2018
"z[139,2]",0.241,0.849,-1.18,1.603,1,4377
"z[140,2]",-0.172,0.834,-1.503,1.229,1,4593
"z[141,2]",-0.297,1.007,-1.888,1.377,1.002,1490
"z[142,2]",-0.776,0.851,-2.114,0.684,1.002,2320
"z[143,2]",-0.196,1.011,-1.823,1.473,1.002,1925
"z[144,2]",-0.125,0.944,-1.629,1.455,1.002,3709
"z[145,2]",-0.975,1.124,-2.635,1.038,1.003,1358
