parameter,mean,sd,q05,q95,rhat,ess
"z[281,1]",0.083,0.43,-0.62,0.798,1,8039
"z[282,1]",-0.1,0.458,-0.853,0.649,1,7904
"z[283,1]",0.425,0.418,-0.273,1.116,1.001,5560
"z[284,1]",-0.014,0.414,-0.689,0.669,1,6256
"z[285,1]",0.62,0.403,-0.043,1.285,1,5272
"z[286,1]",0.706,0.411,0.028,1.383,1.002,4297
"z[287,1]",1.567,0.456,0.83,2.33,1,8219
"z[288,1]",0.891,0.422,0.206,1.593,1.001,7900
"z[289,1]",1.49,0.412,0.814,2.164,1,7766
"z[290,1]",-0.398,0.46,-1.154,0.349,1.001,4035
"z[291,1]",0.429,0.629,-0.605,1.459,1,8269
"z[292,1]",0.595,0.43,-0.106,1.303,1.001,5366
"z[293,1]",1.573,0.404,0.91,2.246,1,7993
"z[294,1]",-0.015,0.452,-0.762,0.727,1,8555
"z[295,1]",-1.745,0.467,-2.512,-0.986,1,6905
"z[296,1]",1.053,0.471,0.279,1.819,1,7887
"z[297,1]",1.118,0.437,0.401,1.829,1,6701
"z[298,1]",-0.996,0.441,-1.711,-0.278,1.001,6255
"z[299,1]",0.405,0.41,-0.259,1.086,1.001,4455
"z[300,1]",1.198,0.458,0.448,1.959,1.001,8066
"z[301,1]",0.727,0.52,-0.128,1.575,1,7835
"z[302,1]",1.402,0.53,0.531,2.269,1,8423
"z[303,1]",-1.063,0.409,-1.735,-0.392,1,8189
"z[304,1]",1.319,0.456,0.566,2.07,1,7774
"z[305,1]",-0.766,0.403,-1.443,-0.109,1.001,6423
"z[306,1]",0.657,0.477,-0.122,1.437,1.001,7567
"z[307,1]",1.015,0.464,0.268,1.781,1.001,8103
"z[308,1]",0.648,0.417,-0.049,1.327,1,6706
"z[309,1]",0.656,0.402,-0.004,1.318,1,7194
"z[310,1]",-1.713,0.439,-2.432,-0.995,1.001,6287
"z[311,1]",0.216,0.42,-0.477,0.89,1,7209
"z[312,1]",-1.277,0.408,-1.952,-0.607,1.001,7444
"z[313,1]",-1.272,0.475,-2.061,-0.483,1,7759
"z[314,1]",-1.634,0.441,-2.357,-0.912,1,7020
"z[315,1]",1.064,0.434,0.356,1.786,1,4894
"z[316,1]",0.392,0.454,-0.365,1.132,1,7804
"z[317,1]",-0.951,0.431,-1.664,-0.253,1,7670
"z[318,1]",1.077,0.457,0.325,1.816,1,7976
"z[319,1]",-0.436,0.465,-1.208,0.326,1,4771
"z[320,1]",-1.292,0.45,-2.038,-0.559,1.001,7688
"z[321,1]",-0.256,0.426,-0.965,0.437,1.001,7552
"z[322,1]",0.715,0.501,-0.091,1.52,1.001,7636
"z[323,1]",1.064,0.407,0.4,1.742,1.001,7540
"z[324,1]",-0.962,0.461,-1.709,-0.198,1,7427
"z[325,1]",-0.282,0.407,-0.962,0.376,1.001,6427
"z[326,1]",0.977,0.477,0.191,1.77,1,7834
"z[327,1]",-0.737,0.44,-1.467,-0.022,1,6536
"z[328,1]",-0.704,0.401,-1.353,-0.057,1.001,5340
"z[329,1]",0.91,0.444,0.18,1.647,1,5926
"z[330,1]",0.696,0.441,-0.035,1.42,1.001,5290
"z[331,1]",-0.509,0.415,-1.195,0.168,1,8120
"z[332,1]",0.905,0.431,0.189,1.615,1,8463
"z[333,1]",0.895,0.424,0.197,1.6,1.001,5236
"z[334,1]",-0.106,0.456,-0.86,0.636,1.001,8029
"z[335,1]",0.01,0.413,-0.664,0.687,1,7225
"z[336,1]",-0.725,0.466,-1.487,0.043,1.001,7714
"z[337,1]",-0.477,0.414,-1.149,0.207,1,7298
"z[338,1]",-0.279,0.408,-0.947,0.386,1,6216
"z[339,1]",0.647,0.421,-0.035,1.334,1.001,4071
"z[340,1]",1.011,0.428,0.314,1.719,1,7255
"z[341,1]",0.734,0.445,0.01,1.465,1.001,5007
"z[342,1]",1.114,0.403,0.457,1.781,1,6695
"z[343,1]",-0.519,0.425,-1.22,0.166,1.001,6951
"z[344,1]",0.835,0.437,0.114,1.568,1,8191
"z[345,1]",0.65,0.457,-0.096,1.405,1,8000
"z[346,1]",0.688,0.397,0.04,1.34,1,7071
"z[347,1]",0.5,0.524,-0.362,1.345,1,8142
"z[348,1]",-0.126,0.408,-0.796,0.549,1.001,8100
"z[349,1]",0.712,0.425,0.021,1.411,1,7975
"z[350,1]",-0.327,0.443,-1.054,0.41,1,6351
"z[351,1]",-0.62,0.47,-1.385,0.158,1,5995
"z[352,1]",-1.053,0.444,-1.786,-0.309,1.002,4477
"z[353,1]",1.111,0.407,0.437,1.773,1,8176
"z[354,1]",0.333,0.423,-0.366,1.017,1,7993
"z[355,1]",-0.621,0.443,-1.358,0.103,1,8060
"z[356,1]",1.196,0.426,0.504,1.904,1,7940
"z[357,1]",0.5,0.44,-0.235,1.239,1,7926
"z[358,1]",0.59,0.639,-0.463,1.64,1,7951
"z[359,1]",-0.671,0.453,-1.416,0.073,1,8457
"z[360,1]",-0.183,0.457,-0.916,0.568,1,8063
"z[361,1]",0.027,0.408,-0.648,0.693,1.001,5146
"z[362,1]",0.768,0.514,-0.078,1.618,1,8428
"z[363,1]",1.261,0.461,0.51,2.016,1.001,8533
"z[364,1]",-0.297,0.52,-1.162,0.546,1,8209
"z[365,1]",-1.67,0.415,-2.353,-0.985,1,6102
"z[366,1]",0.507,0.43,-0.215,1.204,1.001,5741
"z[367,1]",0.023,0.407,-0.647,0.686,1,6479
"z[368,1]",-0.049,0.472,-0.813,0.733,1,8178
"z[369,1]",-1.549,0.408,-2.216,-0.877,1,7690
"z[370,1]",-0.205,0.455,-0.947,0.536,1,7996
"z[371,1]",0.153,0.426,-0.559,0.85,1.001,5554
"z[372,1]",0.327,0.649,-0.752,1.405,1,8680
"z[373,1]",-0.729,0.437,-1.438,-0.02,1.001,7917
"z[374,1]",-0.456,0.406,-1.134,0.211,1,7425
"z[375,1]",0.098,0.416,-0.586,0.78,1,6682
"z[376,1]",0.316,0.445,-0.412,1.039,1,7302
"z[377,1]",0.799,0.441,0.084,1.533,1,7257
"z[378,1]",0.842,0.469,0.068,1.617,1,6863
"z[379,1]",-1.463,0.439,-2.192,-0.732,1,7840
"z[380,1]",-1.024,0.435,-1.75,-0.311,1,6347
"z[381,1]",-1.65,0.46,-2.401,-0.885,1.002,3711
"z[382,1]",0.328,0.411,-0.342,1.004,1,7430
"z[383,1]",1.04,0.431,0.336,1.76,1,7446
"z[384,1]",-0.228,0.445,-0.953,0.507,1,8016
"z[385,1]",-1.352,0.442,-2.086,-0.628,1,8217
"z[386,1]",-0.809,0.421,-1.495,-0.116,1,8118
"z[387,1]",0.388,0.407,-0.276,1.059,1,7917
"z[388,1]",1.335,0.467,0.574,2.1,1,8074
"z[389,1]",-1.443,0.417,-2.136,-0.768,1.002,5896
"z[390,1]",-0.897,0.417,-1.589,-0.225,1,6892
"z[391,1]",-0.548,0.434,-1.252,0.175,1.001,5597
"z[392,1]",-0.117,0.413,-0.794,0.573,1,6472
"z[393,1]",-2.02,0.41,-2.691,-1.34,1,6719
"z[394,1]",1.375,0.405,0.721,2.037,1.001,7656
"z[395,1]",-0.176,0.522,-1.03,0.677,1,8084
"z[396,1]",0.963,0.459,0.2,1.711,1,8179
"z[397,1]",-0.039,0.464,-0.813,0.725,1,8000
"z[398,1]",-0.038,0.46,-0.796,0.723,1,8091
"z[399,1]",1.448,0.531,0.588,2.311,1,8342
"z[400,1]",-0.55,0.457,-1.308,0.194,1,8690
"z[401,1]",1.368,0.521,0.501,2.223,1,8010
"z[402,1]",-1.927,0.428,-2.63,-1.23,1,7257
"z[403,1]",-0.848,0.526,-1.713,0.024,1,8576
"z[404,1]",0.597,0.467,-0.162,1.347,1,7976
"z[405,1]",-0.818,0.483,-1.614,-0.019,1.001,8155
"z[406,1]",0.872,0.421,0.186,1.564,1,7333
"z[407,1]",0.268,0.524,-0.586,1.129,1,7738
"z[408,1]",-0.509,0.454,-1.269,0.23,1.001,8406
"z[409,1]",-1.717,0.467,-2.501,-0.957,1,7963
"z[410,1]",-0.195,0.467,-0.959,0.567,1,7835
"z[411,1]",0.506,0.524,-0.362,1.374,1.001,6479
"z[412,1]",0.233,0.482,-0.548,1.039,1,8061
"z[413,1]",-0.582,0.521,-1.441,0.273,1,8212
"z[414,1]",0.224,0.399,-0.428,0.883,1,5584
"z[415,1]",-0.049,0.531,-0.911,0.826,1,7977
"z[416,1]",0.334,0.402,-0.321,0.999,1,6478
"z[417,1]",-1.836,0.422,-2.536,-1.134,1.001,4934
"z[418,1]",-0.388,0.42,-1.077,0.313,1,7910
"z[419,1]",-0.878,0.479,-1.665,-0.079,1,7153
"z[420,1]",1.11,0.529,0.244,1.979,1,7417
"z[421,1]",0.389,0.461,-0.359,1.152,1,7376
"z[422,1]",0.637,0.406,-0.014,1.322,1,6967
"z[423,1]",0.529,0.408,-0.132,1.203,1,7064
"z[424,1]",0.826,0.4,0.184,1.494,1,7444
"z[425,1]",-0.314,0.4,-0.986,0.341,1,8220
"z[426,1]",0.669,0.42,-0.018,1.367,1,7893
"z[427,1]",0.446,0.456,-0.306,1.201,1.001,8420
"z[428,1]",1.365,0.517,0.518,2.215,1.001,7986
"z[429,1]",-1.381,0.459,-2.151,-0.643,1.001,4337
"z[430,1]",-0.935,0.418,-1.62,-0.263,1,7910
"z[431,1]",0.29,0.515,-0.554,1.131,1,8025
"z[432,1]",0.112,0.429,-0.6,0.816,1,5997
"z[433,1]",0.787,0.463,0.024,1.551,1,8483
"z[434,1]",0.528,0.405,-0.138,1.194,1,5196
"z[435,1]",0.303,0.517,-0.564,1.129,1,7907
"z[436,1]",0.8,0.431,0.084,1.517,1.001,8152
"z[437,1]",-0.18,0.427,-0.884,0.516,1,7240
"z[438,1]",-0.467,0.434,-1.19,0.247,1,8318
"z[439,1]",-0.38,0.496,-1.171,0.456,1.001,4543
"z[440,1]",-0.231,0.458,-0.992,0.513,1,7932
"z[441,1]",-0.275,0.447,-1.017,0.463,1,7579
"z[442,1]",-1.393,0.527,-2.262,-0.545,1,8273
"z[443,1]",1.525,0.523,0.66,2.394,1,8072
"z[444,1]",-0.497,0.448,-1.228,0.241,1,7920
"z[445,1]",-1.796,0.42,-2.502,-1.109,1.001,6450
"z[446,1]",-0.267,0.452,-1.016,0.464,1,7882
"z[447,1]",-0.433,0.44,-1.166,0.271,1.001,4947
"z[448,1]",0.437,0.477,-0.343,1.226,1,5294
"z[449,1]",0.265,0.468,-0.508,1.043,1,7626
"z[450,1]",-0.337,0.518,-1.187,0.5,1,8166
"z[451,1]",0.83,0.412,0.154,1.521,1,7837
"z[452,1]",0.597,0.455,-0.148,1.34,1.001,6583
"z[453,1]",0.099,0.459,-0.652,0.858,1,8004
"z[454,1]",1.523,0.454,0.771,2.265,1,4373
"z[455,1]",-0.22,0.44,-0.951,0.497,1.001,5255
"z[456,1]",-0.862,0.424,-1.573,-0.178,1.002,4280
"z[457,1]",-1.493,0.444,-2.211,-0.757,1.001,4751
"z[458,1]",-0.533,0.408,-1.212,0.12,1,5078
"z[459,1]",-2.005,0.518,-2.865,-1.154,1,8022
"z[460,1]",-0.226,0.484,-1.028,0.56,1,6442
"z[461,1]",-0.061,0.412,-0.728,0.629,1,6836
"z[462,1]",-0.939,0.398,-1.597,-0.286,1,7535
"z[463,1]",0.111,0.484,-0.686,0.924,1,7259
"z[464,1]",1.092,0.417,0.417,1.79,1,7654
"z[465,1]",0.039,0.468,-0.742,0.792,1.001,6733
"z[466,1]",-0.868,0.456,-1.629,-0.121,1.001,7000
"z[467,1]",-0.051,0.395,-0.696,0.591,1,6818
"z[468,1]",-0.389,0.434,-1.108,0.337,1,8021
"z[469,1]",1.019,0.449,0.276,1.755,1.001,7247
"z[470,1]",0.869,0.526,0.004,1.728,1,7714
"z[471,1]",0.3,0.45,-0.437,1.051,1.001,8454
"z[472,1]",0.994,0.529,0.121,1.846,1.001,7252
"z[473,1]",0.749,0.517,-0.084,1.601,1,7947
"z[474,1]",-1.945,0.521,-2.796,-1.086,1,8324
"z[475,1]",-1.362,0.487,-2.166,-0.563,1.001,6624
"z[476,1]",1.769,0.472,1,2.545,1,7408
"z[477,1]",-0.551,0.522,-1.41,0.301,1,7931
"z[478,1]",0.159,0.466,-0.596,0.919,1,8191
"z[479,1]",0.509,0.458,-0.242,1.255,1,7183
"z[480,1]",-0.743,0.422,-1.455,-0.054,1,7922
"z[481,1]",-0.691,0.464,-1.458,0.061,1,4226
"z[482,1]",-1.26,0.422,-1.954,-0.567,1.001,4911
"z[483,1]",-1.342,0.405,-2.005,-0.674,1.001,7705
"z[484,1]",-0.341,0.407,-1.007,0.324,1.001,5211
"z[485,1]",0.926,0.53,0.072,1.798,1,8239
"z[486,1]",-0.124,0.538,-1.008,0.758,1,7806
"z[487,1]",1.503,0.411,0.828,2.169,1,8279
"z[488,1]",0.789,0.429,0.082,1.493,1,7419
"z[489,1]",-1.274,0.558,-2.188,-0.349,1,7396
"z[490,1]",-1.323,0.454,-2.077,-0.584,1,8151
"z[491,1]",-1.606,0.431,-2.315,-0.891,1.001,7747
"z[492,1]",1.208,0.466,0.441,1.969,1,7960
"z[493,1]",-1.438,0.567,-2.364,-0.509,1.002,4288
"z[494,1]",-0.94,0.415,-1.624,-0.244,1,7602
"z[495,1]",0.612,0.48,-0.171,1.406,1.002,4394
"z[496,1]",-1.038,0.432,-1.737,-0.324,1,8404
"z[497,1]",1.618,0.471,0.851,2.389,1,8083
"z[498,1]",1.003,0.452,0.256,1.75,1,8464
"z[499,1]",-0.226,0.462,-0.994,0.536,1,7991
"z[500,1]",-0.805,0.483,-1.602,-0.014,1.002,3663
"z[501,1]",-1.706,0.41,-2.384,-1.031,1,7650
"z[502,1]",-0.63,0.433,-1.324,0.094,1,6394
"z[503,1]",0.339,0.429,-0.365,1.051,1.001,7877
"z[504,1]",2.11,0.46,1.35,2.856,1,7643
"z[505,1]",-0.558,0.431,-1.264,0.154,1.001,5332
"z[506,1]",0.262,0.524,-0.59,1.116,1,7900
"z[507,1]",-0.559,0.404,-1.219,0.104,1.001,5633
"z[508,1]",-0.855,0.403,-1.515,-0.193,1,5135
"z[509,1]",-0.261,0.459,-1.015,0.492,1,8105
"z[510,1]",-0.206,0.454,-0.948,0.544,1,7889
"z[511,1]",0.352,0.469,-0.429,1.113,1,7839
"z[512,1]",-0.402,0.43,-1.104,0.313,1,6756
"z[513,1]",-0.943,0.456,-1.694,-0.189,1,7775
"z[514,1]",1.237,0.527,0.368,2.105,1,7939
"z[515,1]",0.137,0.524,-0.72,0.99,1,8411
"z[516,1]",0.251,0.45,-0.481,0.992,1.001,8027
"z[517,1]",1.257,0.522,0.402,2.125,1,8318
"z[518,1]",0.082,0.455,-0.672,0.825,1,8493
"z[519,1]",-1.027,0.463,-1.793,-0.266,1,8281
"z[520,1]",-0.995,0.454,-1.734,-0.253,1.001,7854
"z[521,1]",-0.536,0.449,-1.282,0.2,1.001,6838
"z[522,1]",0.575,0.502,-0.246,1.402,1,6915
"z[523,1]",-1.266,0.501,-2.094,-0.451,1,7947
"z[524,1]",0.565,0.468,-0.197,1.337,1,6696
"z[525,1]",-2.076,0.546,-2.979,-1.174,1,6111
"z[526,1]",1.483,0.524,0.634,2.347,1,7566
"z[527,1]",0.278,0.447,-0.469,1.003,1,7092
"z[528,1]",0.246,0.453,-0.483,1.003,1,6275
"z[529,1]",-1.195,0.518,-2.037,-0.342,1,6251
"z[530,1]",-0.687,0.56,-1.598,0.24,1,6131
"z[531,1]",-0.481,0.497,-1.294,0.328,1.001,7225
"z[532,1]",-0.211,0.464,-0.993,0.538,1,6895
"z[533,1]",-1.226,0.468,-1.996,-0.472,1,6662
"z[534,1]",-0.562,0.473,-1.354,0.197,1.001,5289
"z[535,1]",0.632,0.479,-0.134,1.434,1,6593
"z[536,1]",-0.883,0.489,-1.686,-0.083,1,3713
"z[537,1]",0.307,0.493,-0.512,1.128,1,6783
"z[538,1]",0.455,0.501,-0.363,1.272,1,5303
"z[539,1]",1.326,0.496,0.519,2.155,1,6230
"z[540,1]",-0.335,0.465,-1.086,0.43,1.001,7072
"z[541,1]",0.685,0.467,-0.082,1.45,1,5759
"z[542,1]",0.988,0.457,0.233,1.736,1,7369
"z[543,1]",-0.249,0.546,-1.152,0.645,1,6525
"z[544,1]",-0.079,0.51,-0.902,0.768,1,7702
"z[545,1]",1.039,0.515,0.21,1.901,1,6652
"z[546,1]",-0.005,0.469,-0.781,0.766,1.001,7690
"z[547,1]",1.083,0.504,0.253,1.911,1,6475
"z[548,1]",-0.379,0.496,-1.196,0.43,1.001,4095
"z[549,1]",1.092,0.499,0.288,1.936,1,5457
"z[550,1]",1.15,0.547,0.278,2.054,1,6116
"z[551,1]",-0.55,0.465,-1.324,0.207,1,7020
"z[552,1]",-0.189,0.473,-0.985,0.593,1.001,7445
"z[553,1]",0.864,0.452,0.127,1.618,1,7071
"z[554,1]",-0.307,0.52,-1.153,0.541,1,6866
"z[555,1]",-0.083,0.482,-0.88,0.71,1.001,5514
"z[556,1]",0.808,0.449,0.077,1.552,1,7204
"z[557,1]",0.142,0.463,-0.629,0.907,1,6410
"z[558,1]",0.289,0.545,-0.62,1.166,1,5990
"z[559,1]",-0.022,0.498,-0.841,0.809,1,6462
"z[560,1]",-0.365,0.505,-1.206,0.451,1,7750
"z[561,1]",1.403,0.526,0.528,2.267,1.001,5855
"z[562,1]",-0.48,0.462,-1.244,0.27,1,7430
"z[563,1]",0.622,0.476,-0.146,1.42,1.001,5478
"z[564,1]",1.465,0.463,0.692,2.223,1,6826
"z[565,1]",0.562,0.504,-0.267,1.401,1,7387
"z[566,1]",-0.491,0.454,-1.232,0.253,1,7057
"z[567,1]",-0.722,0.461,-1.482,0.031,1,6741
"z[568,1]",0.763,0.485,-0.026,1.576,1.001,5153
"z[569,1]",0.392,0.489,-0.418,1.188,1,7186
"z[570,1]",0.067,0.473,-0.71,0.844,1.001,5576
"z[571,1]",1.355,0.535,0.453,2.206,1,6540
"z[572,1]",0.487,0.507,-0.333,1.335,1,6560
"z[573,1]",-0.563,0.453,-1.314,0.179,1,7209
"z[574,1]",-1.11,0.475,-1.897,-0.338,1,7034
"z[575,1]",1.606,0.507,0.78,2.448,1,7643
"z[576,1]",0.521,0.488,-0.298,1.333,1.001,6791
"z[577,1]",-1.113,0.461,-1.879,-0.354,1.001,8037
"z[578,1]",1.495,0.489,0.698,2.303,1.001,6402
"z[579,1]",-0.801,0.528,-1.667,0.081,1.001,6095
"z[580,1]",0.458,0.509,-0.406,1.271,1.001,4858
"z[581,1]",-0.236,0.478,-1.031,0.548,1,4656
"z[582,1]",-0.351,0.466,-1.12,0.413,1,6346
"z[583,1]",0.2,0.492,-0.612,0.997,1,6465
"z[584,1]",0.425,0.494,-0.39,1.219,1.001,6650
"z[585,1]",-1.276,0.478,-2.071,-0.496,1.001,5657
"z[586,1]",-0.898,0.507,-1.747,-0.07,1,8469
"z[587,1]",-0.319,0.532,-1.184,0.574,1.001,5445
"z[588,1]",-0.58,0.478,-1.374,0.195,1,5920
"z[589,1]",-1.184,0.454,-1.934,-0.443,1,7614
"z[590,1]",0.337,0.475,-0.431,1.122,1,7765
"z[591,1]",-0.658,0.495,-1.472,0.16,1,6926
"z[592,1]",0.209,0.473,-0.578,0.983,1,4257
"z[593,1]",0.417,0.471,-0.347,1.195,1,7293
"z[594,1]",0.611,0.456,-0.129,1.365,1,7586
"z[595,1]",1.227,0.516,0.371,2.068,1,6702
"z[596,1]",-0.141,0.546,-1.031,0.751,1.001,3678
"z[597,1]",1.691,0.465,0.927,2.437,1,7274
"z[598,1]",-0.44,0.449,-1.178,0.295,1,6581
"z[599,1]",0.623,0.513,-0.221,1.46,1,7548
"z[600,1]",-0.877,0.5,-1.698,-0.059,1,7171
"z[601,1]",-1.211,0.543,-2.111,-0.312,1.001,5926
"z[602,1]",1.685,0.519,0.838,2.541,1,7760
"z[603,1]",-0.875,0.492,-1.68,-0.062,1,5699
"z[604,1]",-0.214,0.444,-0.945,0.514,1,7703
"z[605,1]",-1.055,0.459,-1.797,-0.289,1,6734
"z[606,1]",0.929,0.466,0.166,1.692,1.001,6071
"z[607,1]",-0.276,0.504,-1.115,0.547,1,3664
"z[608,1]",0.643,0.476,-0.137,1.436,1,7182
"z[609,1]",-0.488,0.511,-1.338,0.354,1,6980
"z[610,1]",0.621,0.699,-0.544,1.74,1,5233
"z[611,1]",1.283,0.518,0.432,2.14,1,7676
"z[612,1]",0.074,0.523,-0.785,0.932,1,7388
"z[613,1]",-0.074,0.476,-0.87,0.708,1,5609
"z[614,1]",1.251,0.502,0.411,2.083,1.001,4423
"z[615,1]",0.631,0.516,-0.212,1.491,1,7718
"z[616,1]",-1.007,0.472,-1.787,-0.231,1,6484
"z[617,1]",-0.681,0.458,-1.437,0.067,1,7091
"z[618,1]",0.549,0.457,-0.197,1.299,1,7182
"z[619,1]",1.869,0.558,0.953,2.792,1,6224
"z[620,1]",0.219,0.505,-0.612,1.052,1,7591
"z[621,1]",-0.04,0.512,-0.881,0.821,1.002,3941
"z[622,1]",0.872,0.507,0.057,1.708,1,7466
"z[623,1]",0.207,0.476,-0.573,0.991,1,7679
"z[624,1]",-1.001,0.473,-1.78,-0.209,1,7548
"z[625,1]",0.923,0.52,0.076,1.785,1,7279
"z[626,1]",-0.806,0.519,-1.661,0.038,1,5356
"z[627,1]",0.385,0.493,-0.426,1.197,1,4310
"z[628,1]",-1.183,0.5,-2.014,-0.378,1,3610
"z[629,1]",1.264,0.516,0.421,2.132,1,7851
"z[630,1]",-0.194,0.608,-1.191,0.814,1,7481
"z[631,1]",-1.173,0.602,-2.171,-0.18,1,6838
"z[632,1]",1.046,0.521,0.188,1.902,1.001,7099
"z[633,1]",-1.043,0.501,-1.864,-0.21,1.001,7338
"z[634,1]",1.016,0.464,0.258,1.788,1,6688
"z[635,1]",-1.799,0.498,-2.634,-1.002,1.001,6070
"z[636,1]",-0.265,0.461,-1.027,0.498,1,5994
"z[637,1]",-1.765,0.485,-2.56,-0.986,1,5833
"z[638,1]",0.351,0.492,-0.462,1.159,1,6205
"z[639,1]",0.569,0.5,-0.254,1.397,1,7234
"z[640,1]",0.545,0.481,-0.24,1.334,1,6620
"z[641,1]",-0.466,0.486,-1.265,0.322,1,5599
"z[642,1]",-0.037,0.532,-0.896,0.844,1,6514
"z[643,1]",0.716,0.481,-0.078,1.508,1,6100
"z[644,1]",-1.815,0.549,-2.712,-0.918,1.001,6329
"z[645,1]",-0.288,0.477,-1.09,0.496,1,4367
"z[646,1]",-0.072,0.509,-0.909,0.756,1,7245
"z[647,1]",-0.672,0.558,-1.582,0.262,1,5508
"z[648,1]",0.218,0.472,-0.547,0.992,1,5207
"z[649,1]",-0.399,0.488,-1.199,0.414,1,4749
"z[650,1]",1.42,0.609,0.44,2.415,1.001,8291
"z[651,1]",0.166,0.539,-0.728,1.056,1,6306
"z[652,1]",-0.465,0.457,-1.202,0.283,1.001,5167
"z[653,1]",-0.58,0.557,-1.498,0.34,1.001,4661
"z[654,1]",-1.52,0.504,-2.346,-0.687,1,3563
"z[655,1]",-0.816,0.508,-1.655,0.018,1.001,5346
"z[656,1]",0.422,0.534,-0.462,1.293,1,5703
"z[657,1]",-1.239,0.534,-2.103,-0.356,1,6524
"z[658,1]",-0.127,0.46,-0.88,0.641,1,7511
"z[659,1]",-1.806,0.469,-2.604,-1.043,1.001,6787
"z[660,1]",-0.944,0.52,-1.795,-0.089,1.001,6928
"z[661,1]",-0.719,0.492,-1.53,0.082,1,5922
"z[662,1]",0.625,0.461,-0.131,1.388,1,7495
"z[663,1]",-0.621,0.505,-1.457,0.204,1,7938
"z[1,2]",0.119,0.803,-1.207,1.44,1.003,1277
"z[2,2]",-0.413,0.811,-1.699,0.977,1.004,1474
"z[3,2]",-0.44,0.837,-1.8,0.962,1.002,1798
"z[4,2]",0.479,0.947,-1.15,1.948,1.009,564
"z[5,2]",0.034,1.049,-1.677,1.789,1.014,489
"z[6,2]",-0.168,0.755,-1.416,1.01,1.001,4661
"z[7,2]",-0.12,0.937,-1.652,1.407,1.005,1435
"z[8,2]",-0.091,0.906,-1.563,1.417,1.001,3039
"z[9,2]",1.82,1.41,-0.908,3.766,1.015,355
"z[10,2]",-0.291,0.976,-1.862,1.369,1.014,455
"z[11,2]",0.088,1.012,-1.53,1.765,1.015,418
"z[12,2]",-0.827,0.944,-2.294,0.806,1.003,783
"z[13,2]",0.477,0.877,-1.01,1.905,1.001,2924
"z[14,2]",0.297,0.834,-1.051,1.694,1.001,2803
"z[15,2]",-0.211,0.836,-1.548,1.179,1.002,3072
"z[16,2]",-0.033,0.87,-1.427,1.454,1.006,1521
"z[17,2]",0.415,1.004,-1.296,1.987,1.007,733
"z[18,2]",-0.36,1.072,-2.139,1.391,1.002,859
"z[19,2]",0.724,1.222,-1.387,2.652,1.007,724
"z[20,2]",0.113,0.928,-1.423,1.627,1.003,1726
"z[21,2]",-0.208,0.894,-1.647,1.298,1.002,2527
"z[22,2]",0.139,0.962,-1.485,1.638,1.004,1148
"z[23,2]",-0.03,0.841,-1.486,1.294,1.001,4202
"z[24,2]",0.095,0.817,-1.231,1.466,1.006,1265
"z[25,2]",-0.585,1.166,-2.422,1.418,1.01,569
"z[26,2]",0.009,0.82,-1.36,1.32,1.002,4504
"z[27,2]",0.405,0.847,-0.985,1.767,1.001,3299
"z[28,2]",0.252,0.867,-1.192,1.68,1.001,2243
"z[29,2]",0.309,0.894,-1.18,1.796,1.002,2427
"z[30,2]",0.127,0.931,-1.432,1.593,1.007,516
"z[31,2]",-0.583,0.863,-1.923,0.916,1.007,585
"z[32,2]",-0.133,0.933,-1.626,1.422,1.003,1809
"z[33,2]",-0.1,0.814,-1.472,1.227,1,6955
"z[34,2]",0.058,1.071,-1.691,1.837,1.009,725
"z[35,2]",0.524,0.897,-1.024,1.92,1.006,679
"z[36,2]",0.47,1.027,-1.274,2.099,1.01,514
"z[37,2]",0.343,0.926,-1.261,1.79,1.012,541
"z[38,2]",0.265,0.949,-1.35,1.766,1.009,599
"z[39,2]",-0.539,0.936,-2,1.048,1.004,1084
"z[40,2]",0.175,0.796,-1.142,1.463,1.004,1246
"z[41,2]",-0.062,0.838,-1.479,1.264,1.005,1798
"z[42,2]",-0.377,0.882,-1.822,1.069,1.005,985
"z[43,2]",0.545,0.866,-0.942,1.916,1.001,1472
"z[44,2]",-0.191,0.888,-1.595,1.291,1.003,1582
"z[45,2]",-0.015,0.874,-1.457,1.391,1.001,7675
"z[46,2]",-0.347,0.867,-1.7,1.152,1.008,791
"z[47,2]",1.035,1.061,-0.817,2.671,1.008,615
"z[48,2]",-0.314,0.849,-1.723,1.068,1.001,2038
"z[49,2]",0.754,0.989,-0.974,2.266,1.008,588
"z[50,2]",0.164,0.804,-1.173,1.471,1.007,952
"z[51,2]",-0.405,0.824,-1.732,0.987,1,2098
"z[52,2]",0.064,0.828,-1.327,1.417,1.001,2095
"z[53,2]",-0.094,0.764,-1.34,1.195,1.001,3899
"z[54,2]",-0.497,0.88,-1.879,1.014,1.008,706
"z[55,2]",0.005,0.918,-1.499,1.518,1.005,951
"z[56,2]",-0.116,0.836,-1.473,1.286,1.007,839
"z[57,2]",0.663,0.982,-1.102,2.164,1.008,560
"z[58,2]",0.186,0.796,-1.145,1.456,1.004,1445
"z[59,2]",0.186,0.798,-1.129,1.481,1.001,1938
"z[60,2]",0.016,0.855,-1.414,1.416,1.006,704
"z[61,2]",0.043,0.8,-1.252,1.354,1.002,1802
"z[62,2]",0.236,0.854,-1.166,1.636,1.002,1388
"z[63,2]",0.057,0.87,-1.391,1.46,1.008,840
"z[64,2]",0.082,0.949,-1.485,1.609,1.009,635
"z[65,2]",-0.462,0.833,-1.774,0.961,1.004,1362
