parameter,mean,sd,q05,q95,rhat,ess
"beta[120,2]",0.15,0.144,-0.066,0.408,1.001,6440
"beta[121,2]",-0.03,0.154,-0.291,0.206,1.001,4132
"beta[122,2]",-0.004,0.185,-0.329,0.277,1.001,7955
"beta[123,2]",-0.029,0.15,-0.288,0.2,1,6495
"beta[124,2]",0.01,0.168,-0.264,0.278,1,8417
"beta[125,2]",0.031,0.197,-0.289,0.355,1.001,5704
"beta[126,2]",0.138,0.166,-0.124,0.417,1,3405
"beta[127,2]",0.028,0.184,-0.278,0.325,1.001,8108
"beta[128,2]",0.266,0.19,-0.012,0.608,1,7310
"beta[129,2]",0.215,0.195,-0.08,0.549,1.002,7746
"beta[130,2]",-0.026,0.152,-0.292,0.202,1.001,3724
"beta[131,2]",-0.01,0.148,-0.263,0.222,1.001,4842
"beta[132,2]",-0.017,0.147,-0.273,0.211,1.001,7420
"beta[133,2]",0.102,0.156,-0.163,0.346,1.001,8099
"beta[134,2]",0.076,0.146,-0.167,0.316,1.003,7796
"beta[135,2]",0.08,0.158,-0.169,0.352,1.001,4382
"beta[136,2]",0.097,0.156,-0.154,0.352,1.001,7890
"beta[137,2]",-0.016,0.174,-0.311,0.257,1.001,7952
"beta[138,2]",0.001,0.171,-0.29,0.275,1.001,5966
"beta[139,2]",0.034,0.156,-0.233,0.284,1.001,7391
"beta[140,2]",0.051,0.158,-0.216,0.306,1.001,7655
"beta[141,2]",0.047,0.207,-0.296,0.384,1.002,1646
"beta[142,2]",-0.15,0.179,-0.466,0.121,1,2717
"beta[143,2]",0.046,0.196,-0.277,0.368,1.001,3077
"beta[144,2]",0.07,0.191,-0.254,0.378,1.001,3760
"beta[145,2]",-0.102,0.195,-0.433,0.202,1.002,2186
"beta[146,2]",-0.009,0.19,-0.332,0.294,1.001,6024
"beta[147,2]",0.016,0.198,-0.311,0.334,1.001,5898
"beta[148,2]",0.221,0.171,-0.02,0.527,1.003,2485
"beta[149,2]",-0.018,0.174,-0.311,0.256,1.001,1578
"beta[150,2]",0.031,0.155,-0.236,0.269,1,7961
"beta[151,2]",0.134,0.156,-0.09,0.412,1.001,4753
"beta[152,2]",0.035,0.163,-0.238,0.295,1.004,1151
"beta[153,2]",0.091,0.171,-0.18,0.388,1,3663
"beta[154,2]",0.103,0.151,-0.149,0.34,1.001,5066
"beta[155,2]",-0.007,0.149,-0.27,0.22,1,6007
"beta[156,2]",0.021,0.162,-0.254,0.28,1,6774
"beta[157,2]",0.029,0.196,-0.31,0.339,1.002,1912
"beta[158,2]",0.132,0.171,-0.125,0.426,1.001,7298
"beta[159,2]",0.038,0.185,-0.269,0.33,1.001,8673
"beta[160,2]",0.028,0.162,-0.253,0.279,1.001,5881
"beta[161,2]",0.053,0.205,-0.285,0.391,1.001,1630
"beta[162,2]",-0.046,0.178,-0.365,0.22,1.002,3843
"beta[163,2]",0.138,0.154,-0.096,0.407,1.001,2367
"beta[164,2]",0.044,0.169,-0.238,0.326,1.001,7695
"beta[165,2]",0.018,0.155,-0.254,0.26,1.002,3024
"beta[166,2]",0.182,0.179,-0.092,0.485,1.003,1490
"beta[167,2]",0.049,0.188,-0.258,0.352,1.001,8816
"beta[168,2]",0.108,0.198,-0.232,0.42,1.001,3149
"beta[169,2]",0.093,0.187,-0.212,0.403,1.001,7721
"beta[170,2]",0.136,0.203,-0.198,0.466,1.001,3491
"beta[171,2]",0.089,0.175,-0.19,0.389,1.001,5022
"beta[172,2]",0.004,0.213,-0.352,0.344,1.005,747
"beta[173,2]",-0.028,0.179,-0.337,0.246,1.001,4495
"beta[174,2]",0.104,0.196,-0.206,0.441,1.002,5369
"beta[175,2]",0.086,0.157,-0.172,0.351,1.001,1858
"beta[176,2]",-0.006,0.149,-0.264,0.222,1.001,7286
"beta[177,2]",-0.037,0.151,-0.296,0.2,1,5517
"beta[178,2]",0.271,0.177,0.009,0.578,1,6593
"beta[179,2]",0.183,0.155,-0.049,0.456,1.001,6622
"beta[180,2]",0.027,0.197,-0.306,0.344,1.001,4791
"beta[181,2]",-0.035,0.161,-0.307,0.215,1,4865
"beta[182,2]",0.404,0.241,0.051,0.834,1.003,899
"beta[183,2]",0.153,0.158,-0.106,0.411,1.001,8008
"beta[184,2]",0.057,0.163,-0.222,0.312,1.002,1544
"beta[185,2]",0.038,0.154,-0.23,0.284,1.001,7435
"beta[186,2]",0.035,0.151,-0.231,0.274,1,6837
"beta[187,2]",0.048,0.145,-0.188,0.285,1.001,6217
"beta[188,2]",0.115,0.16,-0.128,0.397,1,7908
"beta[189,2]",0.132,0.169,-0.127,0.423,1.001,8440
"beta[190,2]",-0.043,0.184,-0.365,0.243,1.001,3530
"beta[191,2]",0.069,0.194,-0.257,0.381,1.001,6220
"beta[192,2]",0.073,0.191,-0.242,0.385,1.001,8500
"beta[193,2]",0.057,0.159,-0.203,0.319,1.001,8603
"beta[194,2]",0.039,0.191,-0.27,0.346,1.001,3506
"beta[195,2]",-0.053,0.174,-0.349,0.213,1,7826
"beta[196,2]",0.052,0.162,-0.225,0.314,1.001,8290
"beta[197,2]",-0.052,0.178,-0.356,0.223,1.001,1633
"beta[198,2]",1.501,0.439,0.771,2.219,1,8107
"beta[199,2]",0.351,0.442,-0.365,1.086,1,8407
"beta[200,2]",0.477,0.738,-0.77,1.644,1,7473
"beta[201,2]",4.659,0.615,3.682,5.714,1.001,2822
"beta[202,2]",-0.057,0.435,-0.783,0.643,1,8181
"beta[203,2]",-0.287,0.439,-1.016,0.43,1.001,8387
"beta[204,2]",0.06,0.71,-1.135,1.202,1,8615
"beta[205,2]",0.85,0.878,-0.591,2.244,1,8495
"beta[206,2]",-0.527,0.623,-1.547,0.502,1,7469
"beta[207,2]",-0.599,0.591,-1.549,0.383,1.001,8147
"beta[208,2]",1.329,0.594,0.336,2.297,1,7919
"beta[209,2]",0.351,0.532,-0.537,1.229,1.001,7531
"beta[210,2]",-0.491,0.6,-1.499,0.484,1,7564
"beta[211,2]",-0.19,0.642,-1.24,0.885,1.001,6996
"beta[212,2]",0.247,0.457,-0.506,0.994,1,8295
"beta[213,2]",0.818,0.833,-0.547,2.197,1,8205
"beta[214,2]",1.493,0.743,0.263,2.729,1.001,8051
"beta[215,2]",0.872,0.761,-0.373,2.128,1,8207
"beta[216,2]",1.307,0.454,0.554,2.038,1,7530
"beta[217,2]",0.391,0.589,-0.57,1.359,1,8381
"beta[218,2]",0.717,0.627,-0.303,1.747,1,7656
"beta[219,2]",0.461,0.581,-0.499,1.428,1,5869
"beta[220,2]",1.114,0.61,0.117,2.104,1.001,6214
"beta[221,2]",2.044,0.939,0.465,3.56,1,7905
"beta[222,2]",0.41,0.582,-0.582,1.35,1,7562
"beta[223,2]",-0.318,0.521,-1.173,0.536,1.001,7233
"beta[224,2]",0.09,0.879,-1.351,1.536,1,8547
"beta[225,2]",-0.139,0.448,-0.86,0.608,1,7968
"beta[226,2]",0.873,0.567,-0.06,1.8,1,7595
"beta[227,2]",-0.338,0.554,-1.283,0.542,1.001,6062
"beta[228,2]",1.203,0.716,0.036,2.4,1.001,5961
"beta[229,2]",1.656,0.708,0.505,2.83,1,8024
"beta[230,2]",1.797,0.738,0.585,3.006,1.001,7068
"beta[231,2]",2.286,0.463,1.532,3.058,1,7152
"beta[232,2]",1.202,0.441,0.479,1.92,1,8682
"beta[233,2]",2.523,0.454,1.796,3.293,1,6574
"beta[234,2]",-0.342,0.453,-1.096,0.38,1,7909
"beta[235,2]",1.63,0.593,0.674,2.627,1,5492
"beta[236,2]",1.065,0.878,-0.387,2.529,1,8019
"beta[237,2]",-0.263,0.582,-1.23,0.681,1,6415
"beta[238,2]",4.058,0.723,2.881,5.273,1,7445
"beta[239,2]",-0.606,0.586,-1.582,0.345,1,7198
"beta[240,2]",0.87,0.714,-0.306,2.048,1.001,7872
"beta[241,2]",1.03,0.723,-0.162,2.227,1,7961
"beta[242,2]",0.985,1.098,-0.851,2.754,1,7937
"beta[243,2]",2.273,0.859,0.884,3.705,1,8206
"beta[244,2]",0.486,0.607,-0.501,1.476,1,8318
"beta[245,2]",-0.404,0.912,-1.886,1.101,1,7890
"beta[246,2]",0.105,0.637,-0.921,1.175,1,7195
"beta[247,2]",-0.354,0.574,-1.286,0.585,1,8348
"beta[248,2]",0.399,0.592,-0.557,1.381,1,7356
"beta[249,2]",-0.293,0.439,-1.003,0.424,1,7759
"beta[250,2]",0.271,0.88,-1.172,1.712,1,8758
"beta[251,2]",0.902,0.826,-0.457,2.256,1.001,7232
"beta[252,2]",0.263,0.781,-1.05,1.535,1,5844
"beta[253,2]",2.942,0.716,1.789,4.13,1,8924
"beta[254,2]",0.741,0.584,-0.215,1.688,1,7540
"beta[255,2]",4.65,0.501,3.83,5.472,1,6357
"beta[256,2]",1.308,0.612,0.322,2.312,1,7654
"beta[257,2]",3.318,0.746,2.07,4.512,1,8123
"beta[258,2]",0.15,0.89,-1.299,1.608,1,8447
"beta[259,2]",2.015,0.887,0.615,3.517,1,7258
"beta[260,2]",-0.478,0.72,-1.671,0.707,1,7512
"beta[261,2]",0.932,0.789,-0.353,2.242,1,6767
"beta[262,2]",1.405,0.594,0.432,2.405,1,7841
"beta[263,2]",0.793,0.467,0.047,1.573,1,8466
"beta[264,2]",0.989,0.466,0.235,1.762,1,7646
"beta[265,2]",1.129,0.662,0.043,2.241,1,8099
"beta[266,2]",-0.332,0.517,-1.18,0.522,1,8114
"beta[267,2]",-0.366,0.444,-1.079,0.372,1,7594
"beta[268,2]",2.844,0.932,1.307,4.397,1,8936
"beta[269,2]",0.193,0.731,-1.009,1.388,1,8477
"beta[270,2]",1.188,0.912,-0.357,2.678,1,8256
"beta[271,2]",1.081,1.07,-0.663,2.819,1,8606
"beta[272,2]",0.858,0.604,-0.122,1.862,1,7808
"beta[273,2]",5.281,0.708,4.153,6.482,1,5064
"beta[274,2]",1.97,0.738,0.74,3.145,1,7601
"beta[275,2]",1.883,0.909,0.387,3.361,1,8704
"beta[276,2]",-0.24,0.585,-1.192,0.74,1,8032
"beta[277,2]",4.165,0.637,3.13,5.22,1,8236
"beta[278,2]",1.77,0.43,1.075,2.475,1.001,7547
"beta[279,2]",2.517,0.603,1.554,3.515,1,6713
"beta[280,2]",6.217,0.823,4.867,7.585,1,4654
"beta[281,2]",1.234,0.536,0.348,2.107,1,8178
"beta[282,2]",0.367,0.879,-1.095,1.785,1,8691
"beta[283,2]",1.254,0.444,0.515,1.977,1,7941
"beta[284,2]",-0.65,0.454,-1.384,0.101,1,7233
"beta[285,2]",1.444,0.451,0.694,2.171,1,6411
"beta[286,2]",1.185,0.439,0.455,1.906,1,7830
"beta[287,2]",2.961,0.621,1.911,3.956,1,8425
"beta[288,2]",1.217,0.74,-0.012,2.416,1,7875
"beta[289,2]",3.797,0.601,2.829,4.792,1,8339
"beta[290,2]",0.331,0.457,-0.43,1.081,1.001,7241
"beta[291,2]",0.955,1.102,-0.836,2.762,1.001,6913
"beta[292,2]",0.522,0.721,-0.696,1.684,1,4910
"beta[293,2]",1.817,0.613,0.808,2.789,1,7099
"beta[294,2]",1.169,0.895,-0.31,2.64,1,7804
"beta[295,2]",-0.194,0.46,-0.952,0.557,1,7530
"beta[296,2]",2.263,0.642,1.212,3.323,1,8127
"beta[297,2]",3.007,0.453,2.27,3.766,1,8165
"beta[298,2]",-0.524,0.456,-1.283,0.229,1.001,5325
"beta[299,2]",0.195,0.457,-0.556,0.936,1,6441
"beta[300,2]",3.216,0.901,1.754,4.711,1.001,8500
"beta[301,2]",1.884,1.096,0.061,3.682,1.001,8952
"beta[302,2]",2.612,1.096,0.772,4.368,1,8267
"beta[303,2]",-0.262,0.582,-1.23,0.678,1,8033
"beta[304,2]",1.683,0.485,0.882,2.471,1,8193
"beta[305,2]",-0.178,0.441,-0.906,0.539,1,7574
"beta[306,2]",3.117,0.639,2.072,4.177,1,7785
"beta[307,2]",1.512,0.887,0.027,2.952,1,8476
"beta[308,2]",1.974,0.582,1.021,2.939,1,8632
"beta[309,2]",2.793,0.438,2.09,3.533,1,8285
"beta[310,2]",-0.147,0.444,-0.881,0.571,1,7381
"beta[311,2]",1.728,0.471,0.958,2.52,1,8661
"beta[312,2]",-0.37,0.592,-1.34,0.606,1.001,8320
"beta[313,2]",-0.356,0.631,-1.394,0.674,1,8639
"beta[314,2]",-0.236,0.65,-1.301,0.843,1.001,6836
"beta[315,2]",2.84,0.726,1.64,4.047,1.001,7012
"beta[316,2]",0.499,0.906,-1.02,1.962,1.001,6478
"beta[317,2]",0.362,0.73,-0.829,1.575,1.001,7225
"beta[318,2]",1.981,0.883,0.512,3.393,1,8129
"beta[319,2]",0.206,0.641,-0.843,1.252,1,7532
"beta[320,2]",0.136,0.896,-1.335,1.608,1,8126
"beta[321,2]",2.574,0.566,1.665,3.526,1,7523
"beta[322,2]",2.189,0.635,1.162,3.258,1,7306
"beta[323,2]",1.9,0.537,1.018,2.775,1,7798
"beta[324,2]",-0.227,0.897,-1.708,1.212,1,8643
"beta[325,2]",0.824,0.565,-0.093,1.769,1,8393
"beta[326,2]",1.9,0.656,0.827,2.98,1,8555
"beta[327,2]",0.478,0.45,-0.252,1.216,1,8383
"beta[328,2]",0.02,0.452,-0.731,0.756,1,6876
"beta[329,2]",2.238,0.527,1.375,3.103,1.001,7050
"beta[330,2]",1.176,0.451,0.44,1.92,1,6839
"beta[331,2]",1.297,0.582,0.357,2.256,1,7512
"beta[332,2]",1.487,0.724,0.296,2.689,1,7977
"beta[333,2]",1.305,0.54,0.407,2.188,1,7187
"beta[334,2]",0.361,0.874,-1.085,1.772,1,7765
"beta[335,2]",0.775,0.579,-0.175,1.723,1.001,8454
"beta[336,2]",0.443,0.9,-1.005,1.929,1,8530
"beta[337,2]",0.425,0.586,-0.548,1.388,1,7687
"beta[338,2]",1.159,0.438,0.437,1.88,1.001,7048
"beta[339,2]",0.455,0.452,-0.297,1.192,1,7799
"beta[340,2]",1.265,0.45,0.52,2.002,1,7759
"beta[341,2]",1.109,0.458,0.341,1.865,1.001,5844
"beta[342,2]",1.25,0.452,0.506,1.984,1.001,8502
"beta[343,2]",0.286,0.618,-0.717,1.32,1,7503
"beta[344,2]",1.536,0.587,0.571,2.497,1,8257
"beta[345,2]",1.998,0.525,1.137,2.872,1,8239
"beta[346,2]",1.027,0.448,0.274,1.745,1,7876
"beta[347,2]",1.369,1.058,-0.347,3.116,1,7817
"beta[348,2]",0.973,0.579,0.027,1.941,1,8733
"beta[349,2]",2.178,0.718,0.999,3.366,1,7512
"beta[350,2]",0.188,0.467,-0.576,0.952,1,7091
"beta[351,2]",-0.234,0.634,-1.279,0.803,1,7872
"beta[352,2]",0.079,0.544,-0.793,0.985,1.002,6073
"beta[353,2]",2.481,0.517,1.629,3.343,1,8620
"beta[354,2]",1.282,0.581,0.312,2.226,1,8482
"beta[355,2]",0.918,0.445,0.188,1.635,1,8161
"beta[356,2]",2.666,0.601,1.682,3.649,1.001,8404
"beta[357,2]",1.049,0.449,0.335,1.79,1,7616
"beta[358,2]",1.435,1.078,-0.344,3.207,1,8748
"beta[359,2]",0.086,0.87,-1.337,1.512,1,8545
"beta[360,2]",0.508,0.876,-0.942,1.952,1,8918
"beta[361,2]",0.728,0.457,-0.038,1.464,1,8083
"beta[362,2]",1.998,1.039,0.311,3.702,1,8538
"beta[363,2]",2.389,0.889,0.913,3.845,1,8584
"beta[364,2]",0.573,1.054,-1.159,2.307,1,8621
"beta[365,2]",-0.338,0.447,-1.067,0.395,1,8077
"beta[366,2]",3.664,0.481,2.881,4.464,1,5977
"beta[367,2]",0.426,0.407,-0.239,1.095,1,8483
"beta[368,2]",1.743,0.893,0.297,3.198,1,8426
"beta[369,2]",-0.51,0.523,-1.354,0.362,1,8683
"beta[370,2]",1.185,0.888,-0.251,2.636,1,7967
"beta[371,2]",1.318,0.451,0.583,2.068,1,7521
"beta[372,2]",1.466,1.257,-0.543,3.526,1,8794
"beta[373,2]",0.101,0.723,-1.069,1.32,1,8155
"beta[374,2]",0.058,0.425,-0.635,0.768,1,7605
"beta[375,2]",0.666,0.571,-0.284,1.604,1,8318
"beta[376,2]",0.496,0.407,-0.181,1.17,1,8177
"beta[377,2]",2.111,0.545,1.234,3.003,1,8031
"beta[378,2]",1.581,0.711,0.419,2.743,1,8528
"beta[379,2]",-0.2,0.597,-1.174,0.785,1,8620
"beta[380,2]",0.148,0.428,-0.556,0.848,1,8278
"beta[381,2]",-0.318,0.459,-1.068,0.431,1,6523
"beta[382,2]",0.341,0.611,-0.697,1.308,1,6126
"beta[383,2]",1.548,0.596,0.556,2.502,1,7433
"beta[384,2]",0.587,0.451,-0.158,1.331,1,8402
"beta[385,2]",-0.247,0.544,-1.142,0.654,1,9430
"beta[386,2]",-0.08,0.727,-1.263,1.098,1,8510
"beta[387,2]",1.19,0.471,0.407,1.96,1,7844
"beta[388,2]",3.368,0.762,2.124,4.618,1,8895
"beta[389,2]",0.763,0.454,0.023,1.515,1,7398
"beta[390,2]",0.791,0.589,-0.161,1.777,1,8321
"beta[391,2]",-0.014,0.594,-0.986,0.962,1,8330
"beta[392,2]",-0.249,0.577,-1.192,0.701,1,6806
"beta[393,2]",-0.568,0.44,-1.285,0.155,1,8248
"beta[394,2]",2.694,0.452,1.945,3.432,1,8210
"beta[395,2]",0.116,0.913,-1.397,1.619,1,7925
"beta[396,2]",2.82,0.901,1.357,4.322,1,8169
"beta[397,2]",0.295,0.865,-1.148,1.71,1,8209
"beta[398,2]",0.663,0.871,-0.762,2.1,1,8224
"beta[399,2]",3.086,1.131,1.241,4.973,1,8756
"beta[400,2]",0.151,0.818,-1.192,1.501,1,7773
"beta[401,2]",2.865,1.085,1.093,4.659,1,9315
"beta[402,2]",-0.605,0.534,-1.469,0.285,1,7965
"beta[403,2]",0.255,0.867,-1.17,1.687,1,8571
"beta[404,2]",1.9,0.752,0.696,3.155,1,6843
"beta[405,2]",-0.089,0.763,-1.339,1.158,1,7788
"beta[406,2]",0.95,0.518,0.095,1.807,1.001,7863
"beta[407,2]",-0.48,0.858,-1.896,0.916,1,8208
"beta[408,2]",0.292,0.878,-1.181,1.71,1,8661
"beta[409,2]",-0.833,0.755,-2.057,0.409,1.001,7854
"beta[410,2]",0.226,0.633,-0.821,1.271,1,7577
"beta[411,2]",1.308,0.921,-0.249,2.802,1,7504
"beta[412,2]",0.618,0.724,-0.586,1.78,1,8266
"beta[413,2]",0.27,1.027,-1.409,1.989,1,8913
"beta[414,2]",1.345,0.439,0.625,2.075,1,8235
"beta[415,2]",1.144,1.142,-0.712,3.011,1,7588
"beta[416,2]",0.597,0.444,-0.147,1.33,1,7054
"beta[417,2]",-0.532,0.445,-1.264,0.195,1,8102
"beta[418,2]",0.562,0.71,-0.614,1.723,1,8048
"beta[419,2]",-0.078,0.627,-1.102,0.95,1,8396
"beta[420,2]",2.009,0.912,0.493,3.481,1,8496
"beta[421,2]",0.877,0.908,-0.616,2.342,1,6868
"beta[422,2]",1.181,0.447,0.428,1.906,1,7258
"beta[423,2]",2.095,0.444,1.366,2.827,1,8310
"beta[424,2]",2.35,0.45,1.615,3.089,1,8027
"beta[425,2]",0.478,0.439,-0.241,1.201,1,8471
"beta[426,2]",2.546,0.573,1.631,3.496,1,7982
"beta[427,2]",1.37,0.864,-0.063,2.778,1,8888
"beta[428,2]",3.475,0.93,1.964,5.025,1.001,7906
"beta[429,2]",-0.006,0.47,-0.767,0.766,1,6517
"beta[430,2]",-0.204,0.526,-1.058,0.659,1,8584
"beta[431,2]",0.665,1.084,-1.109,2.438,1,8177
"beta[432,2]",-0.017,0.453,-0.775,0.722,1.001,7980
"beta[433,2]",1.421,0.904,-0.092,2.916,1,8535
"beta[434,2]",0.996,0.596,0.03,1.973,1,7231
"beta[435,2]",0.637,1.089,-1.164,2.386,1,7880
"beta[436,2]",2.144,0.59,1.195,3.123,1,8308
"beta[437,2]",1.55,0.714,0.398,2.756,1,7677
"beta[438,2]",0.403,0.722,-0.779,1.6,1,8690
"beta[439,2]",-0.384,0.628,-1.43,0.618,1,5487
"beta[440,2]",0.617,0.893,-0.837,2.115,1,9043
"beta[441,2]",0.334,0.445,-0.4,1.075,1,9042
"beta[442,2]",-0.104,1.082,-1.893,1.666,1,8806
"beta[443,2]",2.966,1.119,1.098,4.781,1.001,7334
"beta[444,2]",0.141,0.88,-1.29,1.584,1,8674
"beta[445,2]",0.484,0.466,-0.279,1.248,1,7347
"beta[446,2]",-0.02,0.446,-0.748,0.726,1,8271
"beta[447,2]",0.367,0.455,-0.363,1.129,1,6511
"beta[448,2]",0.68,0.625,-0.362,1.693,1,8368
"beta[449,2]",1.543,0.457,0.8,2.298,1,8208
"beta[450,2]",0.445,1.099,-1.36,2.248,1,8234
"beta[451,2]",1.754,0.589,0.77,2.727,1.001,8115
"beta[452,2]",1.356,0.601,0.378,2.362,1,7918
"beta[453,2]",0.833,0.876,-0.622,2.251,1,9068
"beta[454,2]",3.811,0.611,2.821,4.82,1,6993
"beta[455,2]",1.405,0.548,0.525,2.313,1.001,7547
"beta[456,2]",1.131,0.611,0.161,2.17,1,7454
"beta[457,2]",-0.488,0.448,-1.233,0.245,1,7771
"beta[458,2]",1.179,0.449,0.444,1.914,1,7830
"beta[459,2]",-0.52,0.918,-2.031,0.972,1,8175
"beta[460,2]",0.639,0.483,-0.135,1.434,1,8108
"beta[461,2]",-0.181,0.594,-1.165,0.783,1.001,7519
"beta[462,2]",-0.161,0.447,-0.899,0.575,1,8253
"beta[463,2]",1.128,0.734,-0.058,2.328,1,8161
"beta[464,2]",2.139,0.462,1.37,2.867,1,8498
"beta[465,2]",1.029,0.717,-0.167,2.178,1,8466
"beta[466,2]",-0.707,0.887,-2.177,0.731,1.001,8369
"beta[467,2]",0.132,0.442,-0.603,0.842,1,7582
"beta[468,2]",0.191,0.596,-0.797,1.174,1,7970
"beta[469,2]",3.035,0.908,1.576,4.542,1,5424
"beta[470,2]",2.388,1.078,0.639,4.156,1,8994
"beta[471,2]",1.12,0.875,-0.323,2.536,1,8353
"beta[472,2]",1.075,0.905,-0.434,2.527,1,7966
"beta[473,2]",1.977,0.888,0.51,3.427,1,8203
"beta[474,2]",-0.334,1.075,-2.107,1.437,1,8359
"beta[475,2]",-0.535,0.598,-1.511,0.451,1.001,7052
"beta[476,2]",5.806,0.832,4.482,7.215,1,7037
"beta[477,2]",-0.132,0.655,-1.203,0.963,1,8513
"beta[478,2]",0.747,0.625,-0.283,1.77,1,8762
"beta[479,2]",1.832,0.869,0.44,3.287,1,8292
"beta[480,2]",-0.205,0.745,-1.441,0.997,1,8525
"beta[481,2]",0.063,0.618,-0.956,1.05,1,7334
"beta[482,2]",-0.263,0.601,-1.273,0.731,1,5949
"beta[483,2]",-0.344,0.443,-1.072,0.376,1,7996
"beta[484,2]",1.526,0.45,0.781,2.265,1.001,6091
"beta[485,2]",1.951,1.072,0.196,3.704,1,9424
"beta[486,2]",0.867,0.749,-0.352,2.086,1,7876
"beta[487,2]",2.554,0.592,1.58,3.52,1,8601
"beta[488,2]",3.564,0.738,2.393,4.812,1,7397
"beta[489,2]",-0.643,0.663,-1.739,0.436,1,8831
"beta[490,2]",0.209,0.88,-1.239,1.663,1,8399
"beta[491,2]",-0.51,0.63,-1.545,0.517,1,8098
"beta[492,2]",2.658,0.902,1.18,4.138,1,8454
"beta[493,2]",-0.347,0.662,-1.443,0.725,1.001,5060
"beta[494,2]",-0.285,0.429,-0.988,0.425,1,8837
"beta[495,2]",0.572,0.467,-0.197,1.336,1,8310
"beta[496,2]",-0.662,0.7,-1.809,0.492,1.001,8644
"beta[497,2]",4.524,0.666,3.435,5.639,1,6614
"beta[498,2]",1.922,0.889,0.44,3.375,1,7977
"beta[499,2]",0.19,0.893,-1.302,1.617,1,8648
"beta[500,2]",-0.593,0.604,-1.587,0.406,1.002,5024
"beta[501,2]",-0.758,0.451,-1.505,-0.012,1,7915
"beta[502,2]",-0.633,0.432,-1.357,0.088,1,8069
"beta[503,2]",-0.065,0.56,-1.006,0.838,1.001,7191
"beta[504,2]",4.525,0.933,2.984,6.05,1.001,7396
"beta[505,2]",-0.513,0.466,-1.284,0.234,1.001,7906
"beta[506,2]",0.827,1.081,-0.965,2.58,1,8886
"beta[507,2]",-0.206,0.431,-0.914,0.507,1,7879
"beta[508,2]",-0.288,0.447,-1.028,0.448,1,8031
"beta[509,2]",0.664,0.885,-0.807,2.121,1,9177
"beta[510,2]",0.824,0.877,-0.604,2.28,1,8576
"beta[511,2]",1.002,0.775,-0.275,2.28,1,8304
"beta[512,2]",-0.173,0.457,-0.925,0.57,1.001,8141
"beta[513,2]",-0.224,0.868,-1.665,1.173,1.001,7880
"beta[514,2]",2.548,1.097,0.73,4.343,1,6427
"beta[515,2]",0.921,1.045,-0.808,2.642,1,8736
"beta[516,2]",1.261,0.896,-0.204,2.72,1,9117
"beta[517,2]",2.91,1.087,1.088,4.678,1,8944
"beta[518,2]",0.522,0.86,-0.896,1.913,1,7714
"beta[519,2]",-0.33,0.834,-1.71,1.012,1,8028
"beta[520,2]",-0.158,0.844,-1.538,1.218,1,8366
"beta[521,2]",0.388,0.576,-0.557,1.347,1,7393
"beta[522,2]",3.33,1.416,1.012,5.686,1,8444
"beta[523,2]",0.344,1.868,-2.752,3.396,1,8219
"beta[524,2]",2.359,1.409,0.027,4.672,1.001,8430
"beta[525,2]",-0.45,0.975,-2.058,1.158,1,6801
"beta[526,2]",3.749,1.154,1.815,5.609,1,7292
"beta[527,2]",2.556,0.87,1.134,3.978,1,8207
"beta[528,2]",1,0.92,-0.526,2.5,1,7867
"beta[529,2]",1.168,1.433,-1.175,3.56,1,7444
"beta[530,2]",1.625,0.897,0.172,3.104,1,7562
"beta[531,2]",1.885,1.946,-1.286,5.123,1,7816
"beta[532,2]",1.832,0.83,0.471,3.171,1,8309
"beta[533,2]",1.49,0.883,0.056,2.964,1.001,7597
"beta[534,2]",0.081,0.904,-1.399,1.563,1,6638
"beta[535,2]",2.937,1.135,1.062,4.777,1,6951
"beta[536,2]",-0.766,0.893,-2.23,0.717,1,7025
"beta[537,2]",2.87,0.877,1.441,4.278,1,8316
"beta[538,2]",1.849,0.886,0.401,3.305,1,7718
"beta[539,2]",6.109,1.173,4.171,8.004,1,7669
"beta[540,2]",1.485,1.41,-0.82,3.816,1.001,7870
"beta[541,2]",3.224,1.422,0.88,5.548,1,7649
"beta[542,2]",4.646,0.91,3.141,6.158,1.001,6633
"beta[543,2]",2.833,1.444,0.454,5.22,1,7908
"beta[544,2]",1.844,1.463,-0.51,4.229,1,8089
"beta[545,2]",5.542,2.008,2.25,8.835,1,6118
"beta[546,2]",1.579,1.347,-0.634,3.784,1,8509
"beta[547,2]",2.68,0.968,1.054,4.242,1,7194
"beta[548,2]",3.275,0.907,1.808,4.781,1.001,6854
"beta[549,2]",1.19,0.938,-0.385,2.711,1.002,5265
"beta[550,2]",3.729,0.946,2.138,5.218,1,7271
"beta[551,2]",1.994,1.365,-0.261,4.243,1.001,7822
"beta[552,2]",1.829,1.361,-0.367,4.039,1,8823
"beta[553,2]",4.017,0.872,2.558,5.47,1,8113
"beta[554,2]",1.937,1.904,-1.171,5.089,1,8547
"beta[555,2]",3.147,0.858,1.745,4.56,1,7674
"beta[556,2]",3.46,1.049,1.715,5.182,1,6991
"beta[557,2]",1.038,0.895,-0.441,2.485,1,7511
"beta[558,2]",5.808,0.949,4.271,7.381,1,7660
"beta[559,2]",0.45,0.887,-1.04,1.89,1,7420
"beta[560,2]",0.591,1.44,-1.785,2.915,1,7609
"beta[561,2]",8.888,0.925,7.355,10.4,1,7735
"beta[562,2]",1.346,0.85,-0.072,2.757,1,8265
"beta[563,2]",4.237,0.872,2.799,5.674,1,7788
